Bulk Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
14 4233.87 861.00 100.013372 64.5236 0.0748341 10.2273 0.133448 0 0.42039 0 0.0166298 0 0 0.340911 3.73339 3.89969 0 16.6298
15 4846.77 858.00 100.013014 64.5238 0.0748343 10.2274 0.129883 0 0.4236 0 0.0166299 0 0 0.340912 3.7334 3.8997 0 16.6299
23 4693.55 834.00 100.013480 64.5235 0.074834 10.2273 0.134528 0 0.419418 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
15 4233.87 858.00 100.013416 64.5236 0.074834 10.2273 0.133894 0 0.419989 0 0.0166298 0 0 0.340911 3.73339 3.89968 0 16.6298
16 4233.87 855.00 100.013462 64.5235 0.074834 10.2273 0.134345 0 0.419583 0 0.0166298 0 0 0.34091 3.73339 3.89968 0 16.6298
24 4693.55 831.00 100.013529 64.5235 0.074834 10.2273 0.135012 0 0.418982 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
23 5000.00 834.00 100.013271 64.5237 0.0748341 10.2273 0.132438 0 0.421299 0 0.0166298 0 0 0.340911 3.73339 3.89969 0 16.6298
33 4387.10 804.00 100.014219 64.523 0.0748334 10.2272 0.141902 0 0.412778 0 0.0166297 0 0 0.340908 3.73336 3.89965 0 16.6297
67 3927.42 747.50 100.015848 64.522 0.0748322 10.2271 0.158152 0 0.398148 0 0.0166294 0 0 0.340902 3.7333 3.89959 0 16.6294
24 5000.00 831.00 100.013318 64.5236 0.0748341 10.2273 0.132909 0 0.420875 0 0.0166298 0 0 0.340911 3.73339 3.89969 0 16.6298
25 5000.00 828.00 100.013366 64.5236 0.0748341 10.2273 0.133387 0 0.420446 0 0.0166298 0 0 0.340911 3.73339 3.89969 0 16.6298
26 5000.00 825.00 100.013414 64.5236 0.074834 10.2273 0.13387 0 0.42001 0 0.0166298 0 0 0.340911 3.73339 3.89968 0 16.6298
34 4080.65 801.00 100.014501 64.5229 0.0748332 10.2272 0.144718 0 0.410244 0 0.0166296 0 0 0.340907 3.73335 3.89964 0 16.6296
35 4080.65 798.00 100.014560 64.5228 0.0748332 10.2272 0.145307 0 0.409713 0 0.0166296 0 0 0.340907 3.73334 3.89964 0 16.6296
25 4540.32 828.00 100.013684 64.5234 0.0748338 10.2273 0.136563 0 0.417586 0 0.0166297 0 0 0.34091 3.73338 3.89967 0 16.6297
25 4693.55 828.00 100.013578 64.5235 0.0748339 10.2273 0.135503 0 0.41854 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
16 4846.77 855.00 100.013058 64.5238 0.0748343 10.2274 0.130312 0 0.423214 0 0.0166298 0 0 0.340912 3.7334 3.8997 0 16.6298
17 4233.87 852.00 100.013508 64.5235 0.074834 10.2273 0.134803 0 0.419171 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
26 4540.32 825.00 100.013734 64.5234 0.0748338 10.2273 0.137066 0 0.417132 0 0.0166297 0 0 0.34091 3.73337 3.89967 0 16.6297
17 4846.77 852.00 100.013101 64.5238 0.0748343 10.2274 0.130747 0 0.422822 0 0.0166298 0 0 0.340912 3.7334 3.8997 0 16.6298
18 4233.87 849.00 100.013554 64.5235 0.0748339 10.2273 0.135266 0 0.418753 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
27 5000.00 822.00 100.013463 64.5235 0.074834 10.2273 0.13436 0 0.419569 0 0.0166298 0 0 0.34091 3.73339 3.89968 0 16.6298
26 4693.55 825.00 100.013627 64.5234 0.0748339 10.2273 0.136 0 0.418093 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
18 4846.77 849.00 100.013145 64.5237 0.0748342 10.2273 0.131188 0 0.422425 0 0.0166298 0 0 0.340912 3.7334 3.8997 0 16.6298
28 5000.00 819.00 100.013513 64.5235 0.074834 10.2273 0.134857 0 0.419122 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
19 4233.87 846.00 100.013601 64.5234 0.0748339 10.2273 0.135736 0 0.41833 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
20 4233.87 843.00 100.013649 64.5234 0.0748339 10.2273 0.136212 0 0.417902 0 0.0166297 0 0 0.34091 3.73338 3.89968 0 16.6297
27 4540.32 822.00 100.013786 64.5233 0.0748338 10.2273 0.137577 0 0.416673 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
21 4233.87 840.00 100.013697 64.5234 0.0748338 10.2273 0.136695 0 0.417467 0 0.0166297 0 0 0.34091 3.73338 3.89967 0 16.6297
28 4540.32 819.00 100.013837 64.5233 0.0748337 10.2273 0.138094 0 0.416207 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
27 4693.55 822.00 100.013678 64.5234 0.0748338 10.2273 0.136503 0 0.417639 0 0.0166297 0 0 0.34091 3.73338 3.89967 0 16.6297
29 4540.32 816.00 100.013890 64.5233 0.0748337 10.2273 0.138618 0 0.415735 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
19 4846.77 846.00 100.013190 64.5237 0.0748342 10.2273 0.131635 0 0.422023 0 0.0166298 0 0 0.340911 3.7334 3.89969 0 16.6298
28 4693.55 819.00 100.013729 64.5234 0.0748338 10.2273 0.137014 0 0.41718 0 0.0166297 0 0 0.34091 3.73338 3.89967 0 16.6297
29 5000.00 816.00 100.013563 64.5235 0.0748339 10.2273 0.13536 0 0.418669 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
30 4540.32 813.00 100.013943 64.5232 0.0748336 10.2273 0.13915 0 0.415257 0 0.0166297 0 0 0.340909 3.73337 3.89966 0 16.6297
20 4846.77 843.00 100.013235 64.5237 0.0748342 10.2273 0.132087 0 0.421615 0 0.0166298 0 0 0.340911 3.73339 3.89969 0 16.6298
30 5000.00 813.00 100.013614 64.5234 0.0748339 10.2273 0.13587 0 0.41821 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
68 3927.42 746.50 100.015879 64.522 0.0748322 10.2271 0.158465 0 0.397866 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
31 5000.00 810.00 100.013666 64.5234 0.0748338 10.2273 0.136387 0 0.417744 0 0.0166297 0 0 0.34091 3.73338 3.89967 0 16.6297
22 4233.87 837.00 100.013746 64.5234 0.0748338 10.2273 0.137184 0 0.417027 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
32 5000.00 807.00 100.013719 64.5234 0.0748338 10.2273 0.136911 0 0.417273 0 0.0166297 0 0 0.34091 3.73338 3.89967 0 16.6297
33 5000.00 804.00 100.013772 64.5233 0.0748338 10.2273 0.137442 0 0.416795 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
23 4233.87 834.00 100.013796 64.5233 0.0748338 10.2273 0.137679 0 0.416581 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
21 4846.77 840.00 100.013281 64.5237 0.0748341 10.2273 0.132546 0 0.421202 0 0.0166298 0 0 0.340911 3.73339 3.89969 0 16.6298
31 4540.32 810.00 100.013997 64.5232 0.0748336 10.2273 0.139688 0 0.414772 0 0.0166297 0 0 0.340909 3.73337 3.89966 0 16.6297
22 4846.77 837.00 100.013328 64.5236 0.0748341 10.2273 0.133011 0 0.420784 0 0.0166298 0 0 0.340911 3.73339 3.89969 0 16.6298
36 4080.65 795.00 100.014620 64.5228 0.0748331 10.2272 0.145904 0 0.409176 0 0.0166296 0 0 0.340907 3.73334 3.89964 0 16.6296
23 4846.77 834.00 100.013375 64.5236 0.0748341 10.2273 0.133482 0 0.420359 0 0.0166298 0 0 0.340911 3.73339 3.89969 0 16.6298
37 4080.65 792.00 100.014681 64.5228 0.0748331 10.2272 0.146509 0 0.408631 0 0.0166296 0 0 0.340906 3.73334 3.89964 0 16.6296
38 4080.65 789.00 100.014742 64.5227 0.074833 10.2272 0.147123 0 0.408078 0 0.0166296 0 0 0.340906 3.73334 3.89963 0 16.6296
32 4540.32 807.00 100.014052 64.5232 0.0748336 10.2273 0.140234 0 0.414281 0 0.0166297 0 0 0.340908 3.73336 3.89966 0 16.6297
29 4693.55 816.00 100.013781 64.5233 0.0748338 10.2273 0.137532 0 0.416714 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
33 4540.32 804.00 100.014107 64.5231 0.0748335 10.2272 0.140787 0 0.413782 0 0.0166297 0 0 0.340908 3.73336 3.89966 0 16.6297
30 4693.55 813.00 100.013834 64.5233 0.0748337 10.2273 0.138056 0 0.416241 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
69 3927.42 745.50 100.015911 64.522 0.0748322 10.2271 0.158781 0 0.397582 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
31 4693.55 810.00 100.013887 64.5233 0.0748337 10.2273 0.138588 0 0.415763 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
24 4846.77 831.00 100.013423 64.5236 0.074834 10.2273 0.13396 0 0.419929 0 0.0166298 0 0 0.340911 3.73339 3.89968 0 16.6298
24 4233.87 831.00 100.013846 64.5233 0.0748337 10.2273 0.138181 0 0.416129 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
25 4846.77 828.00 100.013472 64.5235 0.074834 10.2273 0.134444 0 0.419494 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
25 4233.87 828.00 100.013897 64.5233 0.0748337 10.2273 0.13869 0 0.41567 0 0.0166297 0 0 0.340909 3.73337 3.89967 0 16.6297
26 4846.77 825.00 100.013521 64.5235 0.074834 10.2273 0.134934 0 0.419052 0 0.0166298 0 0 0.34091 3.73338 3.89968 0 16.6298
39 4080.65 786.00 100.014805 64.5227 0.074833 10.2272 0.147745 0 0.407518 0 0.0166296 0 0 0.340906 3.73334 3.89963 0 16.6296
26 4233.87 825.00 100.013949 64.5232 0.0748336 10.2273 0.139206 0 0.415206 0 0.0166297 0 0 0.340909 3.73337 3.89966 0 16.6297
32 4693.55 807.00 100.013941 64.5232 0.0748336 10.2273 0.139126 0 0.415278 0 0.0166297 0 0 0.340909 3.73337 3.89966 0 16.6297
