Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
27 6150.00 1220.00 99.867037 42.8194 2.82123 14.4662 1.97655 0 12.1311 0.281726 8.30497 0 0 10.7066 2.99582 1.14575 0.506909 0.993343 0.850405
30 4483.59 1157.00 99.897428 45.4741 2.33351 16.3127 2.55738 0 11.5759 0.216121 5.49566 0 0 7.85507 4.44991 1.52779 0.724056 1.02305 0.454701
31 4900.00 1222.00 99.863766 43.2947 2.77041 13.9276 1.85654 0 12.1731 0.214714 8.93947 0 0 10.683 2.94536 1.09942 0.480125 0.987707 0.627787
28 6125.00 1220.00 99.862088 42.8215 2.82137 14.467 1.97665 0 12.1317 0.28174 8.30538 0 0 10.7071 2.99597 1.14581 0.506934 0.993276 0.845607
32 4875.00 1222.00 99.859393 43.2966 2.77053 13.9282 1.85662 0 12.1736 0.214724 8.93986 0 0 10.6835 2.94549 1.09946 0.480146 0.987626 0.62356
29 6100.00 1220.00 99.857150 42.8236 2.82151 14.4677 1.97674 0 12.1323 0.281754 8.30579 0 0 10.7076 2.99612 1.14587 0.506959 0.993208 0.840821
31 4458.54 1157.00 99.894023 45.4757 2.33359 16.3132 2.55747 0 11.5763 0.216129 5.49585 0 0 7.85533 4.45006 1.52784 0.724081 1.02299 0.451404
32 4433.50 1157.00 99.890626 45.4772 2.33367 16.3138 2.55756 0 11.5767 0.216136 5.49603 0 0 7.8556 4.45021 1.52789 0.724106 1.02293 0.448117
33 4850.00 1222.00 99.855031 43.2985 2.77065 13.9288 1.8567 0 12.1742 0.214733 8.94025 0 0 10.684 2.94562 1.09951 0.480167 0.987544 0.619344
30 6075.00 1220.00 99.852224 42.8257 2.82165 14.4684 1.97684 0 12.1329 0.281768 8.3062 0 0 10.7082 2.99626 1.14592 0.506984 0.99314 0.836046
33 4408.45 1157.00 99.887239 45.4788 2.33375 16.3143 2.55765 0 11.5771 0.216143 5.49622 0 0 7.85587 4.45036 1.52794 0.72413 1.02286 0.444838
31 6050.00 1220.00 99.847311 42.8279 2.82179 14.4691 1.97694 0 12.1335 0.281782 8.30661 0 0 10.7087 2.99641 1.14598 0.507009 0.993071 0.831284
34 4825.00 1222.00 99.850680 43.3004 2.77077 13.9294 1.85678 0 12.1747 0.214742 8.94064 0 0 10.6844 2.94575 1.09956 0.480188 0.987462 0.615139
34 4383.40 1157.00 99.883859 45.4803 2.33383 16.3149 2.55773 0 11.5775 0.216151 5.4964 0 0 7.85613 4.45051 1.528 0.724155 1.0228 0.441567
35 4800.00 1222.00 99.846339 43.3023 2.77089 13.93 1.85687 0 12.1752 0.214752 8.94103 0 0 10.6849 2.94588 1.09961 0.480209 0.987378 0.610944
32 6025.00 1220.00 99.842408 42.83 2.82192 14.4698 1.97704 0 12.1341 0.281796 8.30702 0 0 10.7092 2.99656 1.14603 0.507034 0.993002 0.826533
35 4358.35 1157.00 99.880488 45.4818 2.33391 16.3154 2.55782 0 11.5779 0.216158 5.49659 0 0 7.8564 4.45066 1.52805 0.724179 1.02273 0.438306
36 4775.00 1222.00 99.842009 43.3042 2.77101 13.9306 1.85695 0 12.1758 0.214761 8.94142 0 0 10.6854 2.946 1.09966 0.48023 0.987294 0.606761
33 6000.00 1220.00 99.837519 42.8321 2.82206 14.4705 1.97713 0 12.1347 0.281809 8.30742 0 0 10.7097 2.99671 1.14609 0.507058 0.992933 0.821794
36 4333.30 1157.00 99.877125 45.4834 2.33399 16.316 2.5579 0 11.5783 0.216165 5.49678 0 0 7.85666 4.45081 1.5281 0.724204 1.02267 0.435053
34 5975.00 1220.00 99.832641 42.8341 2.8222 14.4712 1.97723 0 12.1353 0.281823 8.30783 0 0 10.7103 2.99685 1.14615 0.507083 0.992862 0.817067
37 4308.25 1157.00 99.873771 45.4849 2.33407 16.3165 2.55799 0 11.5787 0.216173 5.49696 0 0 7.85693 4.45096 1.52815 0.724228 1.0226 0.43181
37 4750.00 1222.00 99.837689 43.306 2.77113 13.9312 1.85703 0 12.1763 0.21477 8.9418 0 0 10.6858 2.94613 1.0997 0.48025 0.987209 0.602588
38 4283.20 1157.00 99.870425 45.4864 2.33414 16.3171 2.55808 0 11.5791 0.21618 5.49714 0 0 7.85719 4.45111 1.5282 0.724252 1.02254 0.428575
35 5950.00 1220.00 99.827774 42.8362 2.82234 14.4719 1.97733 0 12.1359 0.281837 8.30823 0 0 10.7108 2.997 1.1462 0.507108 0.992791 0.812351
38 4725.00 1222.00 99.833379 43.3079 2.77125 13.9318 1.85711 0 12.1768 0.21478 8.94219 0 0 10.6863 2.94626 1.09975 0.480271 0.987123 0.598426
39 4258.16 1157.00 99.867088 45.4879 2.33422 16.3176 2.55816 0 11.5795 0.216187 5.49733 0 0 7.85745 4.45126 1.52825 0.724276 1.02247 0.425348
36 5925.00 1220.00 99.822920 42.8383 2.82248 14.4726 1.97742 0 12.1364 0.281851 8.30864 0 0 10.7113 2.99714 1.14626 0.507133 0.99272 0.807648
39 4700.00 1222.00 99.829080 43.3098 2.77137 13.9324 1.85719 0 12.1773 0.214789 8.94257 0 0 10.6867 2.94639 1.0998 0.480292 0.987036 0.594274
40 4233.11 1157.00 99.863758 45.4895 2.3343 16.3182 2.55825 0 11.5798 0.216194 5.49751 0 0 7.85771 4.45141 1.5283 0.724301 1.0224 0.422131
37 5900.00 1220.00 99.818077 42.8404 2.82261 14.4733 1.97752 0 12.137 0.281864 8.30904 0 0 10.7118 2.99729 1.14631 0.507157 0.992648 0.802955
40 4675.00 1222.00 99.824791 43.3116 2.77149 13.933 1.85727 0 12.1779 0.214798 8.94296 0 0 10.6872 2.94651 1.09985 0.480312 0.986949 0.590134
41 4208.06 1157.00 99.860437 45.491 2.33438 16.3187 2.55833 0 11.5802 0.216201 5.49769 0 0 7.85798 4.45156 1.52835 0.724325 1.02233 0.418922
38 5875.00 1220.00 99.813246 42.8425 2.82275 14.474 1.97761 0 12.1376 0.281878 8.30944 0 0 10.7124 2.99743 1.14637 0.507182 0.992575 0.798275
