Bulk Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
1 5210.00 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
2 5184.95 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
2 6775.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
2 5625.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
3 5159.90 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
3 6750.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
3 5600.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
4 5134.85 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
4 6725.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
4 5575.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
5 5109.81 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
5 6700.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
5 5550.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
6 5084.76 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
6 5525.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
7 5059.71 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
7 5500.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
6 6675.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
8 5475.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
9 5009.61 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
9 5450.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
10 4984.56 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
7 6650.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
10 5425.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
11 4959.51 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
8 6625.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
12 4934.47 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
11 5400.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
13 4909.42 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
9 6600.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
12 5375.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
14 4884.37 1157.00 100.000000 45.4275 2.33112 16.296 2.55476 0 11.5641 0.2159 5.49002 0 0 7.84701 4.44535 1.52622 0.723314 1.02457 0.554234
10 6575.00 1220.00 100.000000 42.7625 2.81748 14.447 1.97392 0 12.115 0.281352 8.29393 0 0 10.6923 2.99184 1.14423 0.506235 0.994919 0.979341
13 5350.00 1222.00 100.000000 43.2358 2.76664 13.9086 1.85401 0 12.1565 0.214422 8.92729 0 0 10.6685 2.94135 1.09792 0.479471 0.989827 0.759701
