Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
24 10000.00 1331.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.042796
24 4000.00 1331.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
24 1000.00 1331.00 99.598565 49.0321 0.702641 14.9795 1.60163 0 7.04057 0.183298 9.28708 0 0 11.9856 1.81261 0.621175 0.101832 2.65191
25 4000.00 1328.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
25 1000.00 1328.00 99.600566 49.0311 0.702627 14.9792 1.6016 0 7.04042 0.183294 9.2869 0 0 11.9854 1.81257 0.621163 0.10183 2.653867
26 4000.00 1325.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
26 1000.00 1325.00 99.602576 49.0302 0.702613 14.9789 1.60157 0 7.04028 0.18329 9.28671 0 0 11.9851 1.81254 0.62115 0.101828 2.65583
27 4000.00 1322.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
28 10000.00 1319.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
28 4000.00 1319.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
28 1000.00 1319.00 99.606624 49.0282 0.702584 14.9783 1.60151 0 7.04 0.183283 9.28633 0 0 11.9847 1.81246 0.621125 0.101824 2.659787
29 4000.00 1316.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
29 1000.00 1316.00 99.608663 49.0272 0.70257 14.978 1.60147 0 7.03985 0.183279 9.28614 0 0 11.9844 1.81243 0.621112 0.101822 2.66178
30 4000.00 1313.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
30 1000.00 1313.00 99.610712 49.0261 0.702555 14.9777 1.60144 0 7.03971 0.183275 9.28595 0 0 11.9842 1.81239 0.6211 0.10182 2.663787
31 4000.00 1310.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
31 1000.00 1310.00 99.612770 49.0251 0.702541 14.9774 1.60141 0 7.03956 0.183272 9.28576 0 0 11.9839 1.81235 0.621087 0.101818 2.66579
32 4000.00 1307.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
32 7000.00 1307.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.042771
33 4000.00 1304.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
34 10000.00 1301.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.042784
34 4000.00 1301.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
34 1000.00 1301.00 99.619005 49.0221 0.702497 14.9764 1.60131 0 7.03912 0.18326 9.28518 0 0 11.9832 1.81224 0.621048 0.101811 2.67188
35 4000.00 1298.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
36 10000.00 1295.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
35 7000.00 1298.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04273
36 4000.00 1295.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
37 10000.00 1292.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
36 7000.00 1295.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04279
37 4000.00 1292.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
38 10000.00 1289.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
38 4000.00 1289.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04276
39 10000.00 1286.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
