System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(QFM) rhol rhos viscosity aH2O chisqr
145 8944.44 1229.88 22.649497 0.9789408769349522 0.979865 -265596.146007 61.837131 8.137960 33.236273 -42.904432 688.572905 -7.317 0.000 2.780565 2.910998 2.275 n/a n/a
146 8944.44 1227.88 22.179166 0.9793229116202847 0.980226 -259798.415842 60.532314 7.966864 32.523924 -42.106915 676.139371 -7.338 0.000 2.781362 2.911062 2.279 n/a n/a
151 10000.00 1250.42 26.766119 0.9763947825403962 0.977454 -317290.526154 73.324582 9.638512 39.404056 -48.384345 809.851570 -7.031 0.000 2.773988 2.907433 2.357 n/a n/a
147 8944.44 1225.89 21.727219 0.9796883704236435 0.980571 -254230.252046 59.278270 7.802446 31.839627 -41.338379 664.177753 -7.359 0.000 2.782161 2.911176 2.283 n/a n/a
148 8944.44 1223.89 21.292563 0.9800380384102768 0.980901 -248878.021279 58.071997 7.644312 31.181716 -40.597167 652.660243 -7.380 0.000 2.782961 2.911342 2.287 n/a n/a
152 10000.00 1248.42 26.140928 0.9768210273147314 0.977843 -309584.512199 71.588094 9.411828 38.457113 -47.367305 793.073900 -7.051 0.000 2.774551 2.905602 2.365 n/a n/a
149 8944.44 1221.89 20.874187 0.9803726379668594 0.981218 -243729.109812 56.910712 7.492096 30.548647 -39.881742 641.561051 -7.401 0.000 2.783761 2.911562 2.292 n/a n/a
153 10000.00 1246.42 25.541038 0.9774281866158722 0.979596 -302215.862017 69.905753 9.184929 37.540410 -46.356155 775.848988 -7.071 0.000 2.774601 3.076220 2.375 n/a n/a
150 8944.44 1219.89 20.471153 0.9806928296910647 0.981521 -238771.830333 55.791837 7.345460 29.938990 -39.190677 630.856222 -7.422 0.000 2.784560 2.911838 2.296 n/a n/a
151 8944.44 1217.89 20.082591 0.9809992130418498 0.981812 -233995.337765 54.712978 7.204090 29.351417 -38.522641 620.523468 -7.443 0.000 2.785358 2.912175 2.300 n/a n/a
154 10000.00 1244.41 24.971347 0.9765120189966980 0.978355 -295215.055366 68.324598 8.982240 36.670011 -45.396489 760.066717 -7.091 0.000 2.774842 3.016834 2.383 n/a n/a
152 8944.44 1215.89 19.707691 0.9812923264679282 0.982090 -229389.553147 53.671906 7.067694 28.784693 -37.876399 610.542006 -7.464 0.000 2.786155 2.912576 2.303 n/a n/a
155 10000.00 1242.41 24.393778 0.9775745305224178 0.979554 -288115.115005 66.726011 8.772839 35.799011 -44.466160 744.348702 -7.112 0.000 2.774983 3.049815 2.392 n/a n/a
153 8944.44 1213.89 19.345699 0.9815726467400087 0.982356 -224945.094642 52.666546 6.936000 28.237665 -37.250794 600.892426 -7.485 0.000 2.786948 2.913046 2.307 n/a n/a
156 10000.00 1240.41 23.855709 0.9780216542202285 0.979967 -281506.048886 65.235467 8.579174 34.984955 -43.585086 729.586167 -7.132 0.000 2.775133 3.050727 2.401 n/a n/a
157 10000.00 1238.40 23.340386 0.9784489423037391 0.980362 -275179.380214 63.807655 8.393660 34.205579 -42.738852 715.439921 -7.152 0.000 2.775289 3.051632 2.410 n/a n/a
154 8944.44 1211.89 18.995910 0.9818405872039574 0.982611 -220653.214809 51.694960 6.808753 27.709259 -36.644748 591.556551 -7.506 0.000 2.787736 2.913594 2.311 n/a n/a
155 8944.44 1209.89 18.657665 0.9820964945668148 0.982856 -216505.743326 50.755337 6.685717 27.198471 -36.057250 582.517326 -7.528 0.000 2.788520 2.914226 2.315 n/a n/a
156 8944.44 1207.89 18.330346 0.9823406437376160 0.983089 -212495.034386 49.845976 6.566669 26.704357 -35.487354 573.758697 -7.549 0.000 2.789297 2.914954 2.319 n/a n/a
158 10000.00 1236.40 22.846378 0.9790496549835247 0.981021 -269117.864124 62.438250 8.215291 33.458869 -41.934253 701.957547 -7.173 0.000 2.775370 3.069812 2.420 n/a n/a
157 8944.44 1205.89 18.013372 0.9825727906043386 0.983312 -208613.287231 48.965709 6.451401 25.563837 -34.934156 565.265387 -7.570 0.000 2.790066 2.915784 2.323 n/a n/a
159 10000.00 1234.40 22.376777 0.9793510881610827 0.981278 -263366.209756 61.136278 8.046534 32.748243 -41.164712 689.090457 -7.193 0.000 2.775460 3.067143 2.429 n/a n/a
160 10000.00 1232.40 21.923773 0.9797151043936005 0.981607 -257821.465063 59.880494 7.883634 32.063534 -40.422078 676.675708 -7.214 0.000 2.775563 3.066951 2.438 n/a n/a
158 8944.44 1203.89 17.706187 0.9827906400276919 0.983521 -204853.646877 48.113018 6.339713 25.110863 -34.396738 557.022199 -7.592 0.000 2.790826 2.916706 2.327 n/a n/a
161 10000.00 1230.39 21.488116 0.9800628196011104 0.981920 -252491.242270 58.672585 7.726933 31.405304 -39.705654 664.730424 -7.235 0.000 2.775677 3.066582 2.447 n/a n/a
159 8944.44 1201.90 17.408225 0.9829965804595089 0.983720 -201209.806169 47.285884 6.231401 24.671659 -33.874273 549.014847 -7.613 0.000 2.791575 2.917758 2.330 n/a n/a
160 8944.44 1199.90 17.118987 0.9831909921983416 0.983909 -197675.687871 46.482947 6.126290 24.245482 -33.366011 541.230243 -7.635 0.000 2.792310 2.918967 2.334 n/a n/a
162 10000.00 1228.39 21.068779 0.9803955344211921 0.982219 -247362.729815 57.509725 7.576063 30.771988 -39.013898 653.227376 -7.255 0.000 2.775805 3.066082 2.456 n/a n/a
163 10000.00 1226.39 20.664824 0.9807143402898163 0.982504 -242424.226453 56.389331 7.430686 30.162152 -38.345413 642.141594 -7.276 0.000 2.775946 3.065484 2.464 n/a n/a
161 8944.44 1197.90 16.838009 0.9833735657755364 0.984087 -194245.638598 45.702932 6.024212 23.831635 -32.871242 533.655851 -7.657 0.000 2.793030 2.920358 2.338 n/a n/a
164 10000.00 1224.39 20.275388 0.9810201823775903 0.982777 -237664.991461 55.309027 7.290493 29.574478 -37.698921 631.450092 -7.297 0.000 2.776100 3.064806 2.473 n/a n/a
162 8944.44 1195.90 16.564842 0.9835437708066849 0.984255 -190914.260305 44.944612 5.925010 23.429450 -32.389284 526.279457 -7.678 0.000 2.793730 2.921967 2.342 n/a n/a
163 8944.44 1193.90 16.299052 0.9837007745471860 0.984411 -187676.363513 44.206801 5.828532 23.038274 -31.919478 519.089008 -7.700 0.000 2.794407 2.923836 2.346 n/a n/a

166 10000.00 1220.38 19.536946 0.9815962368007890 0.983291 -228645.503020 53.260087 7.024541 28.460841 -36.467306 611.166623 -7.339 0.000 2.776449 3.063276 2.489 n/a n/a
164 8944.44 1191.90 16.040217 0.9838603966543721 0.984580 -184526.982520 43.488321 5.734611 22.657432 -31.462024 512.077788 -7.722 0.000 2.795043 2.927685 2.350 n/a n/a
167 10000.00 1218.38 19.186523 0.9818678820147715 0.983532 -224367.646773 52.287548 6.898275 27.932709 -35.880100 601.536795 -7.360 0.000 2.776644 3.062445 2.497 n/a n/a
165 8944.44 1189.90 15.789586 0.9841520651012254 0.985012 -181482.698498 42.791788 5.643403 22.287698 -31.028546 505.322889 -7.744 0.000 2.795441 2.958469 2.357 n/a n/a
168 10000.00 1216.37 18.847772 0.9821294551671554 0.983764 -220233.710885 51.347260 6.776177 27.422387 -35.310700 592.225237 -7.381 0.000 2.776853 3.061584 2.504 n/a n/a
166 8944.44 1187.90 15.548521 0.9842066741188129 0.985094 -178571.996659 42.122212 5.556420 21.932078 -30.610052 498.739242 -7.766 0.000 2.795778 2.964908 2.363 n/a n/a
169 10000.00 1214.37 18.520102 0.9823815270398696 0.983988 -216236.399518 50.437602 6.658036 26.928972 -34.758247 583.216190 -7.402 0.000 2.777075 3.060699 2.512 n/a n/a
167 8944.44 1185.90 15.312157 0.9842928304698336 0.985204 -175724.359839 41.466192 5.471304 21.583712 -30.201314 492.275641 -7.788 0.000 2.796042 2.970925 2.370 n/a n/a
170 10000.00 1212.37 18.202966 0.9826246232255906 0.984203 -212368.921741 49.557063 6.543657 26.451627 -34.221939 574.494964 -7.423 0.000 2.777311 3.059800 2.519 n/a n/a
171 10000.00 1210.37 17.895853 0.9828592290432466 0.984411 -208624.947345 48.704233 6.432856 25.989566 -33.701033 566.047845 -7.444 0.000 2.777559 3.058894 2.526 n/a n/a
168 8944.44 1183.90 15.080884 0.9843472437297406 0.985289 -172945.135062 40.824455 5.388159 21.242871 -29.801816 485.925559 -7.810 0.000 2.796219 2.977994 2.377 n/a n/a
172 10000.00 1208.36 17.598284 0.9830857935573635 0.984612 -204998.567569 47.877796 6.325465 25.542060 -33.194835 557.862012 -7.466 0.000 2.777821 3.057987 2.533 n/a n/a
169 8944.44 1181.90 14.854111 0.9843566771185810 0.985338 -170228.241338 40.195398 5.306795 20.908641 -29.410664 479.666983 -7.832 0.000 2.796285 2.986477 2.385 n/a n/a
173 10000.00 1206.36 17.309812 0.9833046267683724 0.984805 -201483.919880 47.076748 6.221325 24.413173 -32.702695 549.925426 -7.487 0.000 2.778096 3.057086 2.540 n/a n/a
174 10000.00 1204.36 17.030016 0.9835138048336788 0.984990 -198075.139377 46.300388 6.120284 24.002441 -32.223942 542.226021 -7.508 0.000 2.778384 3.056158 2.547 n/a n/a
170 8944.44 1179.90 14.631087 0.9842945541208671 0.985331 -167566.248744 39.576963 5.226975 20.579829 -29.026610 473.468531 -7.854 0.000 2.796205 2.996988 2.394 n/a n/a
175 10000.00 1202.35 16.758464 0.9837151177472370 0.985167 -194767.912829 45.546809 6.022190 23.604022 -31.757970 534.752582 -7.530 0.000 2.778684 3.055234 2.553 n/a n/a
171 8944.44 1177.91 14.410728 0.9840937390660516 0.985212 -164948.859123 38.966107 5.148361 20.254613 -28.647447 467.275711 -7.876 0.000 2.795913 3.010757 2.404 n/a n/a
176 10000.00 1200.35 16.494771 0.9839099038292065 0.985339 -191557.506444 44.814962 5.926905 23.217343 -31.304247 527.495119 -7.551 0.000 2.778996 3.054340 2.559 n/a n/a
172 8944.44 1175.91 14.191092 0.9834369756807290 0.984708 -162358.977882 38.356781 5.070345 19.929024 -28.266176 460.933453 -7.899 0.000 2.795230 3.031426 2.415 n/a n/a
177 10000.00 1198.35 16.238595 0.9840984652130990 0.985506 -188439.696905 44.103899 5.834308 22.841887 -30.862290 520.444389 -7.573 0.000 2.779320 3.053491 2.565 n/a n/a
178 10000.00 1196.35 15.989612 0.9842810781924833 0.985667 -185410.516653 43.412729 5.744285 22.477164 -30.431648 513.591685 -7.594 0.000 2.779655 3.052703 2.571 n/a n/a
173 8944.44 1173.91 13.966591 0.9763443897785540 0.978575 -159773.459019 37.714860 4.990974 19.572613 -27.783968 452.449638 -7.921 0.000 2.791990 3.089754 2.437 n/a n/a
179 10000.00 1194.34 15.747517 0.9844579908611064 0.985823 -182466.235902 42.740613 5.656728 22.122715 -30.011902 506.928793 -7.616 0.000 2.780000 3.051997 2.577 n/a n/a
180 10000.00 1192.34 15.512024 0.9846294170286520 0.985976 -179603.346615 42.086758 5.571535 21.778103 -29.602671 500.447947 -7.638 0.000 2.780355 3.051403 2.583 n/a n/a
181 10000.00 1190.34 15.282860 0.9847955220414881 0.986124 -176818.548386 41.450413 5.488612 21.442914 -29.203605 494.141783 -7.660 0.000 2.780717 3.050967 2.589 n/a n/a
182 10000.00 1188.33 15.059767 0.9849563888181487 0.986268 -174108.736177 40.830864 5.407867 21.116751 -28.814396 488.003271 -7.681 0.000 2.781086 3.050760 2.594 n/a n/a
174 8944.44 1171.91 13.647058 0.9749420870777188 0.977391 -156228.957085 36.848081 4.882401 19.108062 -27.256150 442.822041 -7.943 0.000 2.788149 3.097942 2.462 n/a n/a
183 10000.00 1186.33 14.842499 0.9851119269659737 0.986409 -171470.989954 40.227430 5.329215 20.799232 -28.434786 482.025610 -7.703 0.000 2.781457 3.050906 2.600 n/a n/a
175 8944.44 1169.91 13.315835 0.9736349122326177 0.976102 -152583.743344 35.953293 4.770357 18.630586 -26.700692 432.804098 -7.966 0.000 2.784315 3.079574 2.485 n/a n/a
184 10000.00 1184.33 14.630821 0.9852615724231188 0.986547 -168902.566390 39.639449 5.252576 20.489978 -28.064587 476.201945 -7.725 0.000 2.781826 3.051662 2.605 n/a n/a
176 8944.44 1167.91 12.976654 0.9721231952514848 0.974585 -148816.904159 35.037174 4.654853 18.142344 -26.108708 422.355063 -7.988 0.000 2.780727 3.057810 2.505 n/a n/a
185 10000.00 1182.33 14.424497 0.9854027602447678 0.986684 -166400.897724 39.066242 5.177866 20.188573 -27.703745 470.524162 -7.747 0.000 2.782183 3.053745 2.611 n/a n/a
177 8944.44 1165.91 12.626781 0.9725612777642798 0.975007 -144872.103141 34.098976 4.535324 17.643903 -25.528773 412.127062 -8.011 0.000 2.777113 3.056551 2.525 n/a n/a
178 8944.44 1163.91 12.292171 0.9730036005173400 0.975430 -141105.130286 33.201828 4.421001 17.167761 -24.973234 402.365873 -8.034 0.000 2.773489 3.054973 2.545 n/a n/a
186 10000.00 1180.32 14.223326 0.9838947631406056 0.985525 -163975.716386 38.499265 5.104366 19.886607 -27.325962 464.281535 -7.769 0.000 2.781893 3.100317 2.620 n/a n/a
179 8944.44 1161.91 11.972153 0.9734446106512663 0.975849 -137506.881774 32.343861 4.311638 16.712859 -24.440783 393.047687 -8.056 0.000 2.769864 3.053172 2.565 n/a n/a
187 10000.00 1178.32 14.005268 0.9756842012584840 0.978099 -161402.130712 37.868575 5.025317 19.540858 -26.777675 454.837864 -7.792 0.000 2.780063 3.094169 2.634 n/a n/a
180 8944.44 1159.91 11.666027 0.9738806623687166 0.976262 -134068.289766 31.523145 4.206985 16.278117 -23.930163 384.148786 -8.079 0.000 2.766249 3.051216 2.585 n/a n/a
188 10000.00 1176.32 13.675729 0.9762833536214612 0.978702 -157524.817776 36.976179 4.910399 19.067524 -26.210911 444.873877 -7.814 0.000 2.778171 3.101365 2.648 n/a n/a
189 10000.00 1174.31 13.362392 0.9767647939346649 0.979139 -153845.804749 36.127636 4.801310 18.617795 -25.669731 435.357082 -7.836 0.000 2.776322 3.099870 2.662 n/a n/a
181 8944.44 1157.91 11.372455 0.9743639493286510 0.976712 -130772.951488 30.736294 4.106608 15.861735 -23.440016 375.638569 -8.102 0.000 2.762649 3.048504 2.604 n/a n/a
190 10000.00 1172.31 13.062916 0.9772278550899894 0.979560 -150329.996913 35.316395 4.696970 18.188173 -25.150745 426.270246 -7.858 0.000 2.774516 3.098407 2.675 n/a n/a
191 10000.00 1170.31 12.776444 0.9776729441149594 0.979964 -146967.217669 34.540154 4.597086 17.777407 -24.652596 417.586289 -7.881 0.000 2.772752 3.096999 2.688 n/a n/a
182 8944.44 1155.91 11.090766 0.9749367811844422 0.977252 -127612.648102 29.981493 4.010254 15.462685 -22.970510 367.505378 -8.125 0.000 2.759050 3.047095 2.623 n/a n/a
192 10000.00 1168.31 12.502180 0.9781005999957864 0.980352 -143748.042920 33.796774 4.501386 17.384334 -24.174038 409.280104 -7.903 0.000 2.771028 3.095654 2.701 n/a n/a
183 8944.44 1153.92 10.822251 0.9754109916446088 0.977702 -124603.922475 29.261629 3.918359 15.082344 -22.520807 359.745633 -8.148 0.000 2.755463 3.045698 2.641 n/a n/a
193 10000.00 1166.30 12.239384 0.9785114476894077 0.980725 -140663.741476 33.084270 4.409620 17.007876 -23.713920 401.328445 -7.926 0.000 2.769345 3.094373 2.713 n/a n/a
184 8944.44 1151.92 10.565570 0.9758294529863041 0.978098 -121730.230398 28.573277 3.830468 14.718916 -22.089164 352.328338 -8.171 0.000 2.751899 3.044028 2.660 n/a n/a
194 10000.00 1164.30 11.987370 0.9789061535744374 0.981084 -137706.224837 32.400801 4.321555 16.647034 -23.271176 393.709799 -7.948 0.000 2.767699 3.093157 2.725 n/a n/a
185 8944.44 1149.92 10.319594 0.9762355489233739 0.978482 -118977.773470 27.913543 3.746196 14.370870 -21.674342 345.228428 -8.194 0.000 2.748361 3.042277 2.678 n/a n/a
186 8944.44 1147.92 10.083728 0.9766290411445675 0.978853 -116339.506226 27.280825 3.665339 14.037333 -21.275376 338.427559 -8.217 0.000 2.744852 3.040462 2.696 n/a n/a
195 10000.00 1162.30 11.745502 0.9792853974003677 0.981428 -134867.998681 31.744658 4.236973 16.300881 -22.844821 386.404252 -7.971 0.000 2.766092 3.092005 2.736 n/a n/a
187 8944.44 1145.92 9.857409 0.9770098668258755 0.979212 -113808.830054 26.673613 3.587705 13.717483 -20.891366 331.908527 -8.241 0.000 2.741374 3.038597 2.713 n/a n/a
188 8944.44 1143.92 9.640108 0.9773780930696148 0.979558 -111379.574191 26.090491 3.513114 13.410549 -20.521470 325.655226 -8.264 0.000 2.737928 3.036692 2.730 n/a n/a
196 10000.00 1160.30 11.513190 0.9796498551749832 0.981760 -132142.116360 31.114259 4.155676 15.968558 -22.433937 379.393363 -7.994 0.000 2.764520 3.090916 2.747 n/a n/a
189 8944.44 1141.92 9.431328 0.9777338827287557 0.979892 -109045.973716 25.530127 3.441396 13.115807 -20.164905 319.652589 -8.287 0.000 2.734516 3.034759 2.747 n/a n/a
190 8944.44 1139.92 9.230603 0.9780774684651625 0.980215 -106802.646098 24.991274 3.372393 12.832583 -19.820939 313.886533 -8.311 0.000 2.731139 3.032805 2.763 n/a n/a
197 10000.00 1158.29 11.289887 0.9800001887085116 0.982078 -129522.135030 30.508133 4.077475 15.649269 -22.037676 372.660039 -8.017 0.000 2.762984 3.089888 2.758 n/a n/a
191 8944.44 1137.92 9.037496 0.9784091329458174 0.980526 -104644.567346 24.472766 3.305959 12.560241 -19.488889 308.343900 -8.334 0.000 2.727798 3.030839 2.780 n/a n/a
192 8944.44 1135.92 8.851598 0.9787291936480297 0.980826 -102567.048428 23.973509 3.241953 12.298191 -19.168118 303.012399 -8.358 0.000 2.724493 3.028866 2.795 n/a n/a
198 10000.00 1156.29 11.075083 0.9803370392676074 0.982385 -127002.074783 29.924916 4.002199 15.342274 -21.655247 366.188430 -8.039 0.000 2.761482 3.088918 2.768 n/a n/a
193 8944.44 1133.92 8.672527 0.9790379911732545 0.981115 -100565.712423 23.492479 3.180248 12.045879 -18.858032 297.880547 -8.382 0.000 2.721224 3.026892 2.811 n/a n/a
194 8944.44 1131.92 8.499922 0.9793358802751537 0.981394 -98636.472667 23.028720 3.120723 11.802787 -18.558075 292.937613 -8.405 0.000 2.717992 3.024921 2.826 n/a n/a
199 10000.00 1154.29 10.868306 0.9806610238384268 0.982680 -124576.380866 29.363338 3.929686 15.046887 -21.285914 359.963819 -8.062 0.000 2.760012 3.088007 2.778 n/a n/a
196 8944.44 1127.93 8.172790 0.9799003832564421 0.981921 -94979.263639 22.149483 3.007763 11.342355 -17.986508 283.579032 -8.453 0.000 2.711639 3.021008 2.855 n/a n/a
197 8944.44 1125.93 8.017654 0.9801677231529856 0.982171 -93244.392343 21.732379 2.954124 11.124138 -17.713957 279.145234 -8.477 0.000 2.708518 3.019071 2.869 n/a n/a
200 10000.00 1152.28 10.669118 0.9809727330603299 0.982963 -122239.888954 28.822221 3.859787 14.762468 -20.928991 353.972536 -8.085 0.000 2.758575 3.087151 2.788 n/a n/a
198 8944.44 1123.93 7.867762 0.9804255996557425 0.982412 -91567.778127 21.329286 2.902253 10.913382 -17.449653 274.863962 -8.501 0.000 2.705433 3.017151 2.883 n/a n/a
201 10000.00 1150.28 10.477832 0.9787323000725029 0.981109 -120005.328847 28.296847 3.793556 14.481254 -20.578398 347.794968 -8.108 0.000 2.755318 3.109449 2.806 n/a n/a
199 8944.44 1121.93 7.722856 0.9806743625393373 0.982645 -89946.500221 20.939512 2.852062 10.709713 -17.193195 270.727524 -8.525 0.000 2.702385 3.015250 2.897 n/a n/a
202 10000.00 1148.28 10.268898 0.9784354623826035 0.980928 -117674.720560 27.732708 3.722193 14.184614 -20.228783 341.557746 -8.132 0.000 2.751820 3.119393 2.826 n/a n/a
203 10000.00 1146.28 10.061338 0.9787048905082891 0.981174 -115385.629247 27.174858 3.651644 13.892702 -19.888653 335.496499 -8.155 0.000 2.748356 3.116712 2.845 n/a n/a
200 8944.44 1119.93 7.582692 0.9809143527145555 0.982869 -88377.822570 20.562409 2.803471 10.512783 -16.944210 266.728714 -8.549 0.000 2.699372 3.013370 2.910 n/a n/a
204 10000.00 1144.27 9.860943 0.9789676498538227 0.981415 -113175.383535 26.636177 3.583469 13.611020 -19.559106 329.650608 -8.178 0.000 2.744926 3.114093 2.863 n/a n/a
201 8944.44 1117.93 7.447042 0.9811459010931640 0.983085 -86859.180376 20.197370 2.756402 10.322265 -16.702348 262.860774 -8.573 0.000 2.696396 3.011512 2.923 n/a n/a
202 8944.44 1115.93 7.315691 0.9813693278124626 0.983294 -85388.167668 19.843821 2.710783 10.137850 -16.467278 259.117362 -8.598 0.000 2.693454 3.009678 2.935 n/a n/a
205 10000.00 1142.27 9.667387 0.9792236659448641 0.981649 -111040.288598 26.115788 3.517560 13.339089 -19.239673 324.009794 -8.201 0.000 2.741532 3.111535 2.882 n/a n/a
203 8944.44 1113.93 7.188437 0.9815849417495360 0.983496 -83962.525825 19.501225 2.666547 9.959250 -16.238692 255.492523 -8.622 0.000 2.690547 3.007869 2.947 n/a n/a
206 10000.00 1140.27 9.480358 0.9794729147325973 0.981877 -108976.842158 25.612854 3.453816 13.076457 -18.929910 318.564324 -8.225 0.000 2.738173 3.109040 2.900 n/a n/a
204 8944.44 1111.93 7.065092 0.9817930402632544 0.983690 -82580.133009 19.169078 2.623630 9.786193 -16.016297 251.980664 -8.646 0.000 2.687675 3.006085 2.959 n/a n/a
207 10000.00 1138.26 9.299558 0.9797154126059280 0.982099 -106981.726474 25.126584 3.392137 12.822693 -18.629394 313.304982 -8.248 0.000 2.734849 3.106607 2.917 n/a n/a
205 8944.44 1109.93 6.945475 0.9819939091105323 0.983878 -81238.994406 18.846903 2.581973 9.618424 -15.799818 248.576522 -8.671 0.000 2.684837 3.004327 2.971 n/a n/a
208 10000.00 1136.26 9.124707 0.9799512082499306 0.982316 -105051.799957 24.656224 3.332433 12.577391 -18.337724 308.223050 -8.272 0.000 2.731561 3.104236 2.934 n/a n/a
206 8944.44 1107.93 6.829420 0.9821878224917748 0.984059 -79937.233244 18.534254 2.541517 9.455702 -15.588998 245.275149 -8.695 0.000 2.682032 3.002597 2.982 n/a n/a
209 10000.00 1134.26 8.955537 0.9801803759872423 0.982526 -103184.088633 24.201059 3.274614 12.340163 -18.054521 303.310281 -8.295 0.000 2.728309 3.101925 2.951 n/a n/a
207 8944.44 1105.94 6.716767 0.9823750432049541 0.984234 -78673.082509 18.230707 2.502212 9.297802 -15.383593 242.071884 -8.720 0.000 2.679261 3.000894 2.993 n/a n/a
210 10000.00 1132.26 8.791794 0.9804030103073041 0.982730 -101375.777616 23.760412 3.218597 12.110644 -17.779424 298.558876 -8.319 0.000 2.725092 3.099675 2.968 n/a n/a
208 8944.44 1103.94 6.607367 0.9825558228693532 0.984403 -77444.877305 17.935864 2.464006 9.144509 -15.183372 238.962335 -8.745 0.000 2.676522 2.999218 3.004 n/a n/a
211 10000.00 1130.25 8.633239 0.9806192213508635 0.982929 -99624.202709 23.333641 3.164304 11.888487 -17.512092 293.961460 -8.342 0.000 2.721910 3.097484 2.984 n/a n/a
209 8944.44 1101.94 6.501080 0.9827304022095873 0.984567 -76251.047815 17.649350 2.426852 8.995622 -14.988118 235.942362 -8.769 0.000 2.673816 2.997570 3.014 n/a n/a
212 10000.00 1128.25 8.479641 0.9808291312073788 0.983122 -97926.842224 22.920135 3.111659 11.673363 -17.252199 289.511055 -8.366 0.000 2.718763 3.095350 3.000 n/a n/a
210 8944.44 1099.94 6.397772 0.9828990113745742 0.984725 -75090.112802 17.370811 2.390705 8.850951 -14.797625 233.008058 -8.794 0.000 2.671141 2.995951 3.024 n/a n/a
213 10000.00 1126.25 8.330786 0.9810328708345024 0.983310 -96281.309070 22.519317 3.060591 11.464962 -16.999439 285.201065 -8.390 0.000 2.715651 3.093274 3.015 n/a n/a
214 10000.00 1124.24 8.186468 0.9812305775242702 0.983492 -94685.343155 22.130639 3.011032 11.262990 -16.753519 281.025247 -8.414 0.000 2.712573 3.091254 3.030 n/a n/a
211 8944.44 1097.94 6.297317 0.9830618702847563 0.984877 -73960.673618 17.099910 2.355524 8.710317 -14.611700 230.155733 -8.819 0.000 2.668497 2.994359 3.034 n/a n/a
215 10000.00 1122.24 8.046493 0.9814223928058736 0.983669 -93136.804128 21.753583 2.962920 11.067166 -16.514161 276.977695 -8.438 0.000 2.709529 3.089288 3.045 n/a n/a
212 8944.44 1095.94 6.199596 0.9832191890116352 0.985025 -72861.408661 16.836332 2.321268 8.573551 -14.430159 227.381904 -8.844 0.000 2.665884 2.992796 3.044 n/a n/a
216 10000.00 1120.24 7.910675 0.9816084607048235 0.983841 -91633.664456 21.387655 2.916192 10.877227 -16.281103 273.052817 -8.462 0.000 2.706518 3.087375 3.060 n/a n/a
213 8944.44 1093.94 6.104497 0.9833711681385209 0.985167 -71791.068269 16.579776 2.287900 8.440491 -14.252827 224.683274 -8.869 0.000 2.663301 2.991261 3.053 n/a n/a
217 10000.00 1118.24 7.778841 0.9817889263044123 0.984007 -90174.002869 21.032389 2.870792 10.692921 -16.054092 269.245321 -8.486 0.000 2.703541 3.085514 3.074 n/a n/a
214 8944.44 1091.94 6.011913 0.9835179991418093 0.985305 -70748.469990 16.329958 2.255384 8.310986 -14.079539 222.056726 -8.894 0.000 2.660749 2.989754 3.062 n/a n/a
218 10000.00 1116.23 7.650823 0.9819639345482188 0.984169 -88755.998140 20.687341 2.826665 10.514013 -15.832893 265.550192 -8.510 0.000 2.700596 3.083704 3.088 n/a n/a
215 8944.44 1089.94 5.921743 0.9836598647859451 0.985438 -69732.494209 16.086609 2.223685 8.184892 -13.910140 219.499309 -8.919 0.000 2.658225 2.988275 3.071 n/a n/a
219 10000.00 1114.23 7.526465 0.9821336292409075 0.984326 -87377.923213 20.352090 2.783759 10.340275 -15.617278 261.962679 -8.535 0.000 2.697683 3.081942 3.101 n/a n/a
216 8944.44 1087.94 5.833892 0.9837969394782191 0.985567 -68742.080103 15.849474 2.192772 8.062073 -13.744479 217.008227 -8.945 0.000 2.655731 2.986823 3.079 n/a n/a
220 10000.00 1112.23 7.405616 0.9822981522152867 0.984479 -86038.139666 20.026239 2.742024 10.171495 -15.407032 258.478281 -8.559 0.000 2.694802 3.080228 3.114 n/a n/a
217 8944.44 1085.94 5.748268 0.9839293896477252 0.985692 -67776.221897 15.618312 2.162615 7.942400 -13.582417 214.580829 -8.970 0.000 2.653265 2.985400 3.087 n/a n/a
221 10000.00 1110.22 7.288134 0.9824576426023861 0.984627 -84735.092482 19.709406 2.701414 10.007470 -15.201950 255.092726 -8.583 0.000 2.691952 3.078560 3.127 n/a n/a
218 8944.44 1083.94 5.664786 0.9840573741001227 0.985812 -66833.965389 15.392892 2.133184 7.825750 -13.423820 212.214602 -8.996 0.000 2.650828 2.984003 3.095 n/a n/a
222 10000.00 1108.22 7.173885 0.9826122362208771 0.984770 -83467.305132 19.401232 2.661885 9.848006 -15.001837 251.801964 -8.608 0.000 2.689134 3.076935 3.140 n/a n/a
219 8944.44 1081.95 5.583364 0.9841810443624406 0.985929 -65914.404733 15.172996 2.104452 7.712006 -13.268559 209.907160 -9.021 0.000 2.648418 2.982634 3.103 n/a n/a
223 10000.00 1106.22 7.062740 0.9827620650073811 0.984910 -82233.374940 19.101374 2.623393 9.692922 -14.806507 248.602148 -8.632 0.000 2.686345 3.075354 3.152 n/a n/a
220 8944.44 1079.95 5.503924 0.9843005450210170 0.986041 -65016.679450 14.958418 2.076392 7.601059 -13.116514 207.656237 -9.047 0.000 2.646035 2.981292 3.110 n/a n/a
221 8944.44 1077.95 5.426391 0.9844160140446476 0.986150 -64139.971656 14.748959 2.048981 7.492804 -12.967569 205.459679 -9.072 0.000 2.643679 2.979976 3.117 n/a n/a
