System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(QFM) rhol rhos viscosity aH2O chisqr
75 10000.00 1402.64 91.302631 0.9960142699711130 0.996488 -1084827.549994 260.527682 32.680900 142.168618 -128.604892 2404.631751 -5.639 0.000 2.792434 3.170324 1.193 n/a n/a
73 8944.44 1373.82 89.259066 0.9961352964912961 0.996606 -1066806.628683 252.494831 32.019381 138.743525 -131.771195 2350.862705 -5.953 0.000 2.786340 3.174465 1.296 n/a n/a
76 10000.00 1400.63 90.940859 0.9960308403829127 0.996503 -1080680.308530 259.318157 32.546749 141.561246 -128.169271 2395.294211 -5.656 0.000 2.792838 3.171112 1.201 n/a n/a
74 8944.44 1371.82 88.916237 0.9961496201657577 0.996619 -1062865.425807 251.350310 31.892023 138.168945 -131.341437 2342.030386 -5.970 0.000 2.786726 3.175262 1.305 n/a n/a
75 8944.44 1369.83 88.576006 0.9961635889727426 0.996632 -1058955.374847 250.214377 31.765647 137.598886 -130.914974 2333.267203 -5.988 0.000 2.787111 3.176061 1.313 n/a n/a
77 10000.00 1398.63 90.582036 0.9960470823754740 0.996517 -1076568.215580 258.118347 32.413707 140.958988 -127.737246 2386.034837 -5.672 0.000 2.793241 3.171902 1.209 n/a n/a
78 10000.00 1396.63 90.226108 0.9960629929746990 0.996532 -1072490.636746 256.928083 32.281754 140.361754 -127.308753 2376.852293 -5.689 0.000 2.793642 3.172693 1.217 n/a n/a
79 10000.00 1394.62 89.873023 0.9960785687455237 0.996546 -1068446.942923 255.747200 32.150871 139.769453 -126.883729 2367.745256 -5.706 0.000 2.794042 3.173487 1.226 n/a n/a
77 8944.44 1365.83 87.903134 0.9961904345422826 0.996656 -1051226.284803 247.967633 31.515765 136.471983 -130.071681 2315.943165 -6.023 0.000 2.787876 3.177663 1.330 n/a n/a
78 8944.44 1363.83 87.570392 0.9962032955917369 0.996668 -1047406.025473 246.856507 31.392221 135.914967 -129.654726 2307.379781 -6.040 0.000 2.788257 3.178468 1.338 n/a n/a
80 10000.00 1392.62 89.522728 0.9960938057657314 0.996560 -1064436.509721 254.575531 32.021038 139.181996 -126.462113 2358.712416 -5.723 0.000 2.794440 3.174282 1.234 n/a n/a
79 8944.44 1361.83 87.240043 0.9962157701900670 0.996679 -1043614.475903 245.753335 31.269583 135.362127 -129.240815 2298.880473 -6.058 0.000 2.788636 3.179274 1.347 n/a n/a
81 10000.00 1390.62 89.175171 0.9961086995837751 0.996573 -1060458.716880 253.412912 31.892236 138.599296 -126.043843 2349.752471 -5.740 0.000 2.794837 3.175080 1.242 n/a n/a
80 8944.44 1359.83 86.912036 0.9962278481191563 0.996690 -1039851.023800 244.657958 31.147833 134.813376 -128.829886 2290.443978 -6.075 0.000 2.789013 3.180082 1.355 n/a n/a
82 10000.00 1388.62 88.830300 0.9961232451775666 0.996586 -1056512.947648 252.259182 31.764446 138.021263 -125.628856 2340.864132 -5.757 0.000 2.795233 3.175879 1.250 n/a n/a
81 8944.44 1357.83 86.586320 0.9962395180299121 0.996701 -1036115.054269 243.570218 31.026951 134.268627 -128.421876 2282.069034 -6.093 0.000 2.789389 3.180891 1.364 n/a n/a
83 10000.00 1386.61 88.488062 0.9961374369065610 0.996599 -1052598.588134 251.114178 31.637649 137.447811 -125.217093 2332.046118 -5.773 0.000 2.795627 3.176681 1.259 n/a n/a
84 10000.00 1384.61 88.148407 0.9961512684589593 0.996612 -1048715.026622 249.977740 31.511825 136.878853 -124.808493 2323.297154 -5.790 0.000 2.796020 3.177484 1.267 n/a n/a
85 10000.00 1382.61 87.811283 0.9961647327902123 0.996624 -1044861.652848 248.849708 31.386956 136.314302 -124.402994 2314.615974 -5.807 0.000 2.796411 3.178289 1.275 n/a n/a
82 8944.44 1355.83 86.262905 0.9784576394557214 0.981137 -1033119.612566 242.052893 30.838574 133.149322 -126.544064 2260.738709 -6.110 0.000 2.789600 3.194645 1.376 n/a n/a
83 8944.44 1353.83 84.406898 0.9827274185178070 0.984891 -1010718.360548 236.815151 30.188421 130.310216 -124.680215 2221.813878 -6.128 0.000 2.789859 3.196454 1.387 n/a n/a
86 10000.00 1380.60 87.476639 0.9961778220560610 0.996636 -1041037.857227 247.729922 31.263022 135.754070 -124.000537 2306.001313 -5.825 0.000 2.796800 3.179096 1.284 n/a n/a
87 10000.00 1378.60 87.144423 0.9961905275362960 0.996647 -1037243.030033 246.618224 31.140006 135.198073 -123.601060 2297.451911 -5.842 0.000 2.797189 3.179904 1.292 n/a n/a
84 8944.44 1351.83 82.951317 0.9823615267341999 0.984577 -993342.655605 232.591644 29.663524 127.967757 -122.913357 2188.503098 -6.146 0.000 2.790114 3.198199 1.398 n/a n/a
88 10000.00 1376.60 86.814584 0.9962028395425854 0.996659 -1033476.560511 245.514454 31.017887 134.646223 -123.204503 2288.966510 -5.859 0.000 2.797575 3.180715 1.300 n/a n/a
85 8944.44 1349.83 81.490564 0.9822211291588444 0.984461 -975888.090906 228.366895 29.137836 125.627570 -121.161552 2155.294502 -6.164 0.000 2.790363 3.199927 1.409 n/a n/a
89 10000.00 1374.60 86.487070 0.9962147473254778 0.996670 -1029737.835922 244.418453 30.896647 134.098433 -122.810806 2280.543849 -5.876 0.000 2.797961 3.181527 1.309 n/a n/a
86 8944.44 1347.83 80.044169 0.9821926688446602 0.984443 -958597.954453 224.191649 28.617897 123.316424 -119.437950 2122.519222 -6.182 0.000 2.790602 3.201650 1.420 n/a n/a
90 10000.00 1372.59 86.161860 0.9826315909234205 0.984754 -1026570.838846 242.999719 30.725548 133.115684 -121.329419 2262.427347 -5.893 0.000 2.798198 3.194589 1.320 n/a n/a
87 8944.44 1345.84 78.621239 0.9822283601549859 0.984482 -941585.776954 220.089489 28.106779 121.046837 -117.748995 2090.330822 -6.199 0.000 2.790832 3.203373 1.432 n/a n/a
91 10000.00 1370.59 84.667664 0.9834863302043263 0.985514 -1008798.605213 238.659008 30.192674 130.737793 -119.661192 2229.340465 -5.911 0.000 2.798476 3.196737 1.331 n/a n/a
88 8944.44 1343.84 77.226480 0.9823038023607057 0.984555 -924910.341683 216.072443 27.606068 118.825195 -116.097958 2058.806009 -6.217 0.000 2.791051 3.205100 1.443 n/a n/a
89 8944.44 1341.84 75.862358 0.9824050703425548 0.984650 -908602.637186 212.146647 27.116589 116.654733 -114.486399 2027.982091 -6.235 0.000 2.791257 3.206832 1.454 n/a n/a
92 10000.00 1368.59 83.271848 0.9825778728750532 0.984722 -992261.034692 234.566204 29.688392 128.470357 -117.971131 2197.310015 -5.928 0.000 2.798754 3.198584 1.342 n/a n/a
90 8944.44 1339.84 74.530080 0.9825236116470918 0.984761 -892678.020046 208.314917 26.638737 114.536906 -112.914875 1997.874222 -6.253 0.000 2.791452 3.208571 1.465 n/a n/a
93 10000.00 1366.58 81.823479 0.9822029598463260 0.984400 -975058.013281 230.348111 29.167580 126.140431 -116.265750 2164.587897 -5.945 0.000 2.799028 3.200374 1.353 n/a n/a
91 8944.44 1337.84 73.230098 0.9826538925115402 0.984882 -877142.479042 204.578083 26.172650 112.472100 -111.383337 1968.484376 -6.271 0.000 2.791633 3.210316 1.476 n/a n/a
94 10000.00 1364.58 80.369706 0.9820439385329590 0.984267 -957774.310626 226.127686 28.645840 123.811982 -114.573422 2131.955682 -5.963 0.000 2.799295 3.202147 1.364 n/a n/a
92 8944.44 1335.84 71.962394 0.9827921915923660 0.985010 -861996.157605 200.935741 25.718301 110.460037 -109.891348 1939.806425 -6.289 0.000 2.791801 3.212068 1.488 n/a n/a
95 10000.00 1362.58 78.929058 0.9819984539237402 0.984235 -940639.379236 221.953471 28.129391 121.510622 -112.906890 2099.726568 -5.980 0.000 2.799554 3.203915 1.375 n/a n/a
96 10000.00 1360.58 77.510717 0.9820202269915813 0.984261 -923766.962891 217.849435 27.621332 119.249066 -111.272726 2068.054147 -5.998 0.000 2.799802 3.205683 1.386 n/a n/a
93 8944.44 1333.84 70.726649 0.9829359322370715 0.985143 -847235.462572 197.386704 25.275561 108.500017 -108.438231 1911.829183 -6.308 0.000 2.791955 3.213827 1.499 n/a n/a
94 8944.44 1331.84 69.522350 0.9830832901636072 0.985278 -832854.386692 193.929284 24.844237 106.591072 -107.023154 1884.538305 -6.326 0.000 2.792094 3.215595 1.511 n/a n/a
97 10000.00 1358.57 76.119623 0.9820847061101197 0.984325 -907218.367887 213.828327 27.123329 117.034075 -109.674433 2037.018362 -6.015 0.000 2.800040 3.207454 1.397 n/a n/a
95 8944.44 1329.84 68.348861 0.9832329517789185 0.985416 -818845.367776 190.561477 24.424089 104.732062 -105.645193 1857.917526 -6.344 0.000 2.792220 3.217370 1.522 n/a n/a
98 10000.00 1356.57 74.758471 0.9821775308421639 0.984413 -891027.228187 209.896953 26.636289 114.869242 -108.113796 2006.660078 -6.033 0.000 2.800266 3.209230 1.409 n/a n/a
96 8944.44 1327.84 67.205466 0.9833839593870707 0.985555 -805199.862080 187.281084 24.014854 102.921748 -104.303367 1831.949467 -6.362 0.000 2.792330 3.219153 1.534 n/a n/a
99 10000.00 1354.57 73.428667 0.9822897236505532 0.984519 -875211.206299 206.058681 26.160673 112.756322 -106.591579 1976.997655 -6.050 0.000 2.800479 3.211012 1.420 n/a n/a
100 10000.00 1352.57 72.130820 0.9824153945834548 0.984636 -859778.200593 202.314785 25.696673 110.695940 -105.107905 1948.035819 -6.068 0.000 2.800678 3.212800 1.431 n/a n/a
97 8944.44 1325.84 66.091404 0.9835356087704947 0.985695 -791908.734829 184.085795 23.616251 101.158831 -102.996670 1806.616193 -6.381 0.000 2.792426 3.220944 1.545 n/a n/a
101 10000.00 1350.56 70.865041 0.9825505362954757 0.984762 -844729.910148 198.665211 25.244309 108.688013 -103.662492 1919.770767 -6.086 0.000 2.800865 3.214595 1.442 n/a n/a
98 8944.44 1323.84 65.005888 0.9836873795666864 0.985834 -778962.530170 180.973248 23.227992 99.441985 -101.724086 1781.899580 -6.399 0.000 2.792507 3.222743 1.557 n/a n/a
102 10000.00 1348.56 69.631114 0.9826923448287574 0.984894 -830064.003591 195.109045 24.803488 106.731993 -102.254791 1892.193275 -6.103 0.000 2.801037 3.216396 1.454 n/a n/a
99 8944.44 1321.85 63.948121 0.9838388867596587 0.985974 -766351.659630 177.941067 22.849786 97.769878 -100.484603 1757.781574 -6.417 0.000 2.792572 3.224550 1.569 n/a n/a
103 10000.00 1346.56 68.428608 0.9828388149183309 0.985029 -815775.497199 191.644817 24.374044 104.827034 -100.884083 1865.290667 -6.121 0.000 2.801195 3.218205 1.465 n/a n/a
100 8944.44 1319.85 62.917308 0.9839898462605046 0.986112 -754066.534338 174.986888 22.481342 96.141190 -99.277225 1734.244362 -6.436 0.000 2.792622 3.226365 1.581 n/a n/a
104 10000.00 1344.55 67.256951 0.9829884878230540 0.985168 -801857.660304 188.270690 23.955763 102.972097 -99.549539 1839.048097 -6.139 0.000 2.801338 3.220022 1.477 n/a n/a
101 8944.44 1317.85 61.912662 0.9841400499692917 0.986250 -742097.657793 172.108382 22.122372 94.554618 -98.100973 1711.270498 -6.454 0.000 2.792656 3.228188 1.592 n/a n/a
105 10000.00 1342.55 66.115481 0.9831402883325722 0.985308 -788302.625716 184.984599 23.548399 101.166016 -98.250263 1813.449410 -6.157 0.000 2.801466 3.221845 1.488 n/a n/a
102 8944.44 1315.85 60.933409 0.9842893474715521 0.986388 -730435.690548 169.303268 21.772596 93.008888 -96.954893 1688.842971 -6.473 0.000 2.792675 3.230019 1.604 n/a n/a
106 10000.00 1340.55 65.003478 0.9832934160605290 0.985449 -775101.809564 181.784337 23.151687 99.407556 -96.985322 1788.477724 -6.175 0.000 2.801579 3.223676 1.500 n/a n/a
103 8944.44 1313.85 59.978792 0.9844376324036818 0.986524 -719071.494661 166.569317 21.431738 91.502757 -95.838058 1666.945264 -6.491 0.000 2.792678 3.231857 1.617 n/a n/a
107 10000.00 1338.55 63.920188 0.9834472710546399 0.985591 -762246.204376 178.667621 22.765350 97.695439 -95.753764 1764.115834 -6.193 0.000 2.801677 3.225514 1.512 n/a n/a
104 8944.44 1311.85 59.048075 0.9845848321739791 0.986659 -707996.163482 163.904363 21.099528 90.035018 -94.749569 1645.561380 -6.510 0.000 2.792666 3.233703 1.629 n/a n/a
108 10000.00 1336.54 62.864841 0.9836014016857391 0.985733 -749726.585845 175.632133 22.389107 96.028372 -94.554634 1740.346486 -6.211 0.000 2.801759 3.227359 1.523 n/a n/a
109 10000.00 1334.54 61.836661 0.9837554674429062 0.985875 -737533.659626 172.675555 22.022676 94.405063 -93.386984 1717.152574 -6.229 0.000 2.801826 3.229212 1.535 n/a n/a
105 8944.44 1309.85 58.141393 0.9786405681398456 0.981753 -697385.179783 161.199546 20.761485 88.459941 -93.346164 1617.955093 -6.529 0.000 2.791566 3.278132 1.652 n/a n/a
110 10000.00 1332.54 60.834879 0.9839092118896184 0.986017 -725658.165759 169.795590 21.665775 92.824233 -92.249882 1694.517269 -6.247 0.000 2.801878 3.231072 1.547 n/a n/a
106 8944.44 1307.85 56.904924 0.9765424861511106 0.980054 -682669.311984 157.658876 20.323111 86.440178 -91.790999 1584.423744 -6.548 0.000 2.789978 3.292968 1.680 n/a n/a
111 10000.00 1330.53 59.858731 0.9840624427310098 0.986158 -714090.952746 166.989976 21.318128 91.284623 -91.142411 1672.424109 -6.265 0.000 2.801913 3.232939 1.559 n/a n/a
107 8944.44 1305.85 55.575407 0.9772773155026109 0.980704 -666751.520171 153.915765 19.861393 84.334351 -90.290233 1550.856621 -6.566 0.000 2.788387 3.295006 1.707 n/a n/a
112 10000.00 1328.53 58.907469 0.9842150168828356 0.986298 -702823.029651 164.256497 20.979461 89.785003 -90.063681 1650.857060 -6.283 0.000 2.801933 3.234812 1.571 n/a n/a
108 8944.44 1303.85 54.317854 0.9779802810149534 0.981324 -651710.064028 150.373940 19.424738 82.343449 -88.871021 1519.082769 -6.585 0.000 2.786795 3.297039 1.735 n/a n/a
113 10000.00 1326.53 57.980364 0.9843668292117522 0.986438 -691845.602112 161.592994 20.649509 88.324172 -89.012821 1629.800554 -6.302 0.000 2.801936 3.236693 1.584 n/a n/a
109 8944.44 1301.85 53.127002 0.9786523818859731 0.981917 -637480.474939 147.018631 19.011311 80.459013 -87.527438 1488.970788 -6.604 0.000 2.785202 3.299066 1.763 n/a n/a
114 10000.00 1324.53 57.076701 0.9845178039033703 0.986577 -681150.096531 158.997362 20.328014 86.900962 -87.988991 1609.239508 -6.320 0.000 2.801924 3.238580 1.596 n/a n/a
110 8944.44 1299.85 51.998023 0.9792948583371283 0.982484 -624003.652361 143.836313 18.619427 78.673298 -86.254064 1460.400498 -6.623 0.000 2.783611 3.301088 1.791 n/a n/a
111 8944.44 1297.86 50.926502 0.9799090638571725 0.983025 -611225.518456 140.814613 18.247548 76.979223 -85.045943 1433.262090 -6.642 0.000 2.782023 3.303107 1.819 n/a n/a
115 10000.00 1322.52 56.196875 0.9769604519120659 0.980339 -670957.370712 156.336030 19.997696 85.337577 -86.588765 1580.698796 -6.338 0.000 2.800484 3.292994 1.622 n/a n/a
116 10000.00 1320.52 54.907470 0.9773327836966249 0.980690 -655611.991084 152.683448 19.549786 83.289900 -85.159473 1548.069621 -6.357 0.000 2.798983 3.296859 1.650 n/a n/a
112 8944.44 1295.86 49.908399 0.9804963876533989 0.983542 -599096.626793 137.942222 17.894264 75.370320 -83.898542 1407.455241 -6.661 0.000 2.780437 3.305123 1.847 n/a n/a
117 10000.00 1318.52 53.668153 0.9780277293664236 0.981305 -640865.060164 149.178549 19.120393 81.329554 -83.803891 1516.957630 -6.375 0.000 2.797480 3.298880 1.677 n/a n/a
113 8944.44 1293.86 48.940017 0.9810582078193668 0.984036 -587571.764510 135.208798 17.558287 73.840674 -82.807718 1382.888253 -6.680 0.000 2.778855 3.307137 1.875 n/a n/a
118 10000.00 1316.51 52.494166 0.9786926952893967 0.981893 -626909.161918 145.857143 18.713697 79.473434 -82.520268 1487.464654 -6.394 0.000 2.795977 3.300894 1.704 n/a n/a
114 8944.44 1291.86 48.017975 0.9815958635791043 0.984508 -576609.568641 132.604883 17.238438 72.384876 -81.769676 1359.477245 -6.699 0.000 2.777278 3.309150 1.903 n/a n/a
119 10000.00 1314.51 51.380827 0.9793287653221353 0.982455 -613687.248729 142.706041 18.328068 77.714026 -81.303492 1459.474468 -6.412 0.000 2.794475 3.302903 1.731 n/a n/a
115 8944.44 1289.86 47.139175 0.9821106395261130 0.984960 -566172.166800 130.121811 16.933639 70.997975 -80.780938 1337.145398 -6.718 0.000 2.775706 3.311161 1.931 n/a n/a
120 10000.00 1312.51 50.323840 0.9799371715236755 0.982992 -601147.015848 139.713160 17.962011 76.044444 -80.148880 1432.880715 -6.431 0.000 2.792975 3.304907 1.758 n/a n/a
116 8944.44 1287.86 46.300778 0.9826037574398089 0.985393 -556224.846535 127.751641 16.642899 69.675431 -79.838313 1315.822284 -6.738 0.000 2.774140 3.313171 1.959 n/a n/a
121 10000.00 1310.51 49.319271 0.9805192078297147 0.983505 -589240.559912 136.867433 17.614158 74.458390 -79.052144 1407.586103 -6.449 0.000 2.791477 3.306907 1.786 n/a n/a
117 8944.44 1285.86 45.500175 0.9830763728623854 0.985807 -546735.754327 125.487084 16.365309 68.413080 -78.938869 1295.443242 -6.757 0.000 2.772581 3.315182 1.986 n/a n/a
122 10000.00 1308.50 48.363516 0.9810761768574696 0.983996 -577924.020145 134.158733 17.283255 72.950098 -78.009356 1383.501614 -6.468 0.000 2.789983 3.308905 1.813 n/a n/a
118 8944.44 1283.86 44.734971 0.9835295746991471 0.986204 -537675.623414 123.321440 16.100035 67.207093 -78.079909 1275.948833 -6.776 0.000 2.771029 3.317193 2.014 n/a n/a
119 8944.44 1281.86 44.002857 0.9738406855553183 0.976216 -529170.635610 121.148982 15.843847 65.931966 -76.618217 1249.395721 -6.795 0.000 2.770525 3.054683 2.033 n/a n/a
123 10000.00 1306.50 47.453275 0.9816093574899359 0.984466 -567157.225633 131.577781 16.968155 71.514288 -77.016919 1360.545746 -6.487 0.000 2.788493 3.310899 1.840 n/a n/a
124 10000.00 1304.50 46.585519 0.9821199856622059 0.984915 -556903.360793 129.116074 16.667806 70.146123 -76.071532 1338.643810 -6.505 0.000 2.787007 3.312892 1.867 n/a n/a
120 8944.44 1279.86 42.859137 0.9718625227757165 0.974115 -515162.014368 117.939318 15.435204 64.138053 -74.852091 1218.072220 -6.815 0.000 2.770293 3.018346 2.049 n/a n/a
125 10000.00 1302.49 45.757473 0.9826092435730739 0.985346 -547128.654779 126.765811 16.381240 68.841167 -75.170162 1317.727285 -6.524 0.000 2.785528 3.314883 1.894 n/a n/a
121 8944.44 1277.86 41.660504 0.9724340313268989 0.974629 -500365.690802 114.608806 15.005631 62.295439 -73.111304 1187.215121 -6.834 0.000 2.770072 3.016544 2.066 n/a n/a
126 10000.00 1300.49 44.966583 0.9830782543163341 0.985758 -537802.096856 124.519827 16.107573 67.595345 -74.310023 1297.733230 -6.543 0.000 2.784054 3.316872 1.921 n/a n/a
122 8944.44 1275.86 40.519360 0.9729561050972567 0.975096 -486285.099585 111.437227 14.596538 60.541335 -71.445496 1157.776288 -6.854 0.000 2.769864 3.014528 2.082 n/a n/a
127 10000.00 1298.49 44.210504 0.9835280799657971 0.986153 -528895.177717 122.371532 15.845987 66.404909 -73.488549 1278.603759 -6.562 0.000 2.782587 3.318861 1.948 n/a n/a
123 8944.44 1273.87 39.430782 0.9734288457476666 0.975516 -472858.651302 108.411060 14.206165 58.868198 -69.847815 1129.634174 -6.873 0.000 2.769671 3.012263 2.097 n/a n/a
128 10000.00 1296.49 43.487074 0.9839597218464841 0.986532 -520381.655621 120.314861 15.595732 65.266413 -72.703375 1260.285564 -6.581 0.000 2.781127 3.320850 1.975 n/a n/a
124 8944.44 1271.87 38.390243 0.9738510618890316 0.975888 -460029.687050 105.517859 13.832888 57.269078 -68.311816 1102.675949 -6.893 0.000 2.769496 3.009698 2.113 n/a n/a
129 10000.00 1294.48 42.794301 0.9843741221611684 0.986895 -512237.345631 118.344220 15.356115 64.176675 -71.952321 1242.729485 -6.600 0.000 2.779674 3.322839 2.002 n/a n/a
125 8944.44 1269.87 37.393519 0.9742196739923262 0.976207 -447745.399961 102.746019 13.475192 55.737485 -66.831297 1076.795052 -6.913 0.000 2.769341 3.006763 2.128 n/a n/a
130 10000.00 1292.48 42.130347 0.9847721664174938 0.987244 -504439.930048 116.454448 15.126496 63.132764 -71.233367 1225.890130 -6.619 0.000 2.778229 3.324828 2.029 n/a n/a
126 8944.44 1267.87 36.436603 0.9745285226754471 0.976468 -435955.625692 100.084510 13.131636 54.267235 -65.400072 1051.888114 -6.932 0.000 2.769210 3.003345 2.143 n/a n/a

132 10000.00 1288.48 40.882218 0.9855224627168613 0.987900 -489804.842645 112.898774 14.694937 61.171772 -69.884440 1194.196824 -6.657 0.000 2.775365 3.328808 2.083 n/a n/a
127 8944.44 1265.87 35.515570 0.9747657191076865 0.976657 -424611.260217 97.522516 12.800802 52.852244 -64.011612 1027.850261 -6.952 0.000 2.769108 2.999251 2.158 n/a n/a
133 10000.00 1286.47 40.295012 0.9858762289772678 0.988210 -482930.423127 111.224365 14.491943 60.249859 -69.251134 1179.268000 -6.676 0.000 2.773946 3.330800 2.110 n/a n/a
128 8944.44 1263.87 34.626378 0.9749066421049850 0.976749 -413661.735899 95.048861 12.481227 51.486166 -62.658287 1004.565909 -6.972 0.000 2.769044 2.994109 2.172 n/a n/a
134 10000.00 1284.47 39.730415 0.9739729725959110 0.975860 -476492.175976 109.507738 14.295806 59.233755 -67.949941 1155.661767 -6.696 0.000 2.773792 2.996406 2.126 n/a n/a
129 8944.44 1261.87 33.764455 0.9748886772517957 0.976678 -403049.889128 92.650764 12.171242 50.161597 -61.329195 981.883329 -6.992 0.000 2.769035 2.986969 2.186 n/a n/a
135 10000.00 1282.47 38.703586 0.9752556680718337 0.977122 -463835.051380 106.651593 13.927825 57.669487 -66.507971 1129.288938 -6.715 0.000 2.773561 3.005531 2.142 n/a n/a
136 10000.00 1280.46 37.753092 0.9757277999772858 0.977550 -452154.221651 103.998821 13.587491 56.213045 -65.140068 1104.325757 -6.734 0.000 2.773340 3.003985 2.159 n/a n/a
130 8944.44 1259.87 32.923402 0.9734375634350207 0.975059 -392703.212602 90.305160 11.868872 48.860028 -59.941163 958.851259 -7.012 0.000 2.769316 2.954235 2.196 n/a n/a
137 10000.00 1278.46 36.843909 0.9761657857542052 0.977945 -440985.559899 101.460700 13.261863 54.820096 -63.825902 1080.400245 -6.754 0.000 2.773131 3.002304 2.175 n/a n/a
131 8944.44 1257.87 32.057702 0.9712745295358530 0.972709 -382024.428327 87.891142 11.556205 47.518549 -58.440116 934.774317 -7.032 0.000 2.769977 2.919878 2.203 n/a n/a
138 10000.00 1276.46 35.972899 0.9765703722158486 0.978309 -430289.989059 99.028585 12.949821 53.485844 -62.561208 1057.434014 -6.773 0.000 2.772933 3.000473 2.191 n/a n/a
132 8944.44 1255.87 31.143448 0.9720382307051869 0.973407 -370684.868510 85.363265 11.224633 46.128955 -56.963993 911.041568 -7.052 0.000 2.770662 2.917352 2.209 n/a n/a
139 10000.00 1274.46 35.137173 0.9769418157119230 0.978641 -420031.522443 96.694513 12.650331 52.205866 -61.342009 1035.354482 -6.793 0.000 2.772748 2.998471 2.207 n/a n/a
133 8944.44 1253.87 30.279236 0.9727132620086933 0.974030 -359968.836829 82.972540 10.910971 44.815210 -55.560038 888.553699 -7.072 0.000 2.771366 2.915853 2.215 n/a n/a
140 10000.00 1272.45 34.334051 0.9772797565768836 0.978940 -410176.781301 94.451094 12.362436 50.976056 -60.164552 1014.093854 -6.812 0.000 2.772577 2.996274 2.223 n/a n/a
134 8944.44 1251.87 29.459627 0.9733672222533865 0.974637 -349809.228561 80.704689 10.613389 43.569671 -54.223434 867.202569 -7.092 0.000 2.772086 2.914721 2.221 n/a n/a
141 10000.00 1270.45 33.561023 0.9775830004569073 0.979206 -400694.515442 92.291409 12.085237 49.792566 -59.025243 993.588043 -6.832 0.000 2.772422 2.993844 2.238 n/a n/a
135 8944.44 1249.88 28.681647 0.9739958799565931 0.975223 -340169.271832 78.551516 10.330838 42.387738 -52.949987 846.911186 -7.112 0.000 2.772820 2.913838 2.227 n/a n/a
142 10000.00 1268.45 32.815709 0.9778491261743820 0.979436 -391555.089241 90.208894 11.817879 48.651741 -57.920561 973.775420 -6.851 0.000 2.772285 2.991127 2.253 n/a n/a
136 8944.44 1247.88 27.942419 0.9745980098853406 0.975786 -331013.198301 76.505106 10.062293 41.264983 -51.735595 827.606304 -7.133 0.000 2.773564 2.913136 2.232 n/a n/a
143 10000.00 1266.44 32.095810 0.9780737392255350 0.979626 -382729.869242 88.197206 11.559536 47.550037 -56.846939 954.595161 -6.871 0.000 2.772167 2.988043 2.268 n/a n/a
137 8944.44 1245.88 27.239240 0.9751736900121147 0.976324 -322307.347624 74.558029 9.806786 40.197268 -50.576370 809.219619 -7.153 0.000 2.774318 2.912573 2.237 n/a n/a
144 10000.00 1264.44 31.399039 0.9782489108701939 0.979765 -374190.388969 86.250034 11.309385 46.483918 -55.800576 935.984672 -6.891 0.000 2.772073 2.984456 2.283 n/a n/a
138 8944.44 1243.88 26.569607 0.9757236078144556 0.976840 -314020.480921 72.703404 9.563422 39.180759 -49.468678 791.687993 -7.173 0.000 2.775079 2.912122 2.242 n/a n/a
145 10000.00 1262.44 30.723018 0.9783594120389678 0.979840 -365907.010295 84.360791 11.066564 45.449666 -54.777053 917.874737 -6.911 0.000 2.772007 2.980115 2.298 n/a n/a
139 8944.44 1241.88 25.931211 0.9762487376344215 0.977332 -306123.792657 70.934891 9.331369 38.211930 -48.409145 774.953299 -7.194 0.000 2.775848 2.911762 2.247 n/a n/a
146 10000.00 1260.44 30.065064 0.9783712264079681 0.979814 -357846.328353 82.522005 10.830098 44.442995 -53.770399 900.177746 -6.931 0.000 2.771978 2.974462 2.312 n/a n/a
140 8944.44 1239.88 25.321934 0.9767501774881241 0.977803 -298590.799631 69.246664 9.109867 37.287541 -47.394650 758.962114 -7.214 0.000 2.776623 2.911481 2.252 n/a n/a
141 8944.44 1237.88 24.739829 0.9772290620556051 0.978253 -291397.181805 67.633374 8.898213 36.404621 -46.422316 743.665356 -7.235 0.000 2.777403 2.911269 2.257 n/a n/a
147 10000.00 1258.43 29.421663 0.9781750444352253 0.979571 -349964.743860 80.723647 10.598708 43.457904 -52.769375 882.742557 -6.950 0.000 2.772012 2.965622 2.325 n/a n/a
142 8944.44 1235.88 24.183109 0.9776865149137590 0.978684 -284520.608733 66.090109 8.695764 35.560440 -45.489485 729.017922 -7.255 0.000 2.778188 2.911119 2.261 n/a n/a
148 10000.00 1256.43 28.786213 0.9758290586276557 0.976995 -342189.755633 78.940389 10.370560 42.472836 -51.667712 864.290634 -6.970 0.000 2.772451 2.916391 2.334 n/a n/a
143 8944.44 1233.88 23.650134 0.9781236221212022 0.979095 -277940.567398 64.612359 8.501928 34.752494 -44.593707 714.978332 -7.276 0.000 2.778977 2.911025 2.266 n/a n/a
149 10000.00 1254.43 28.097071 0.9756005877027130 0.976748 -333698.401171 77.021193 10.120723 41.421915 -50.538232 845.547966 -6.990 0.000 2.772931 2.913187 2.342 n/a n/a
144 8944.44 1231.88 23.139392 0.9785414178395868 0.979489 -271638.198742 63.195972 8.316161 33.978478 -43.732719 701.508394 -7.296 0.000 2.779770 2.910986 2.270 n/a n/a
150 10000.00 1252.42 27.418156 0.9759769367309422 0.977077 -325328.732993 75.135506 9.874821 40.392206 -49.441243 827.338014 -7.010 0.000 2.773447 2.909820 2.350 n/a n/a
