Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
7 7020.00 1395.15 108.259308 48.6517 0.914471 15.1303 1.30345 0 6.65024 0.203216 6.90934 0 0 8.12863 3.8611 0.757441 0 7.49007
7 1475.00 1255.15 97.193202 62.1443 0.59675 16.2563 0.62051 0 3.16586 0 2.05776 0 0 5.09295 4.01263 1.88285 0 4.17015
12 3000.00 1430.15 100.897586 50.5463 0.852349 16.155 1.86584 0 9.51955 0.158577 8.22616 0 0 9.86148 1.78399 0.336975 0 0.693773
12 12000.00 1430.15 100.322884 51.0352 0.627972 19.3376 1.12924 0 5.7614 0.159485 5.88101 0 0 8.3929 3.52861 0.478455 0.179421 3.48874
12 7000.00 1190.15 104.468117 55.4236 0.756212 17.3259 1.32683 0 6.76953 0.153157 1.75173 0 0 4.49898 4.47984 2.53666 0 4.9776
12 7000.00 1425.15 101.798134 49.3133 1.15916 16.798 1.46789 0 7.48919 0.166997 8.09445 0 0 9.9216 3.01577 0.510815 0 2.06291
7 3949.00 1271.15 107.075101 50.3385 0.803175 17.7446 1.30075 0 6.63646 0.177446 4.02521 0 0 8.94699 2.89516 0.700443 0 6.4313
13 1500.00 1262.15 102.845572 56.7744 1.01122 16.9088 0.639864 0 3.2646 0.165296 3.13091 0 0 8.13842 5.27004 1.39043 0 3.3059369
12 12000.00 1430.15 100.353634 48.628 0.597886 16.4419 1.33641 0 6.81839 0.109612 8.27075 0 0 9.11776 2.83996 0.41852 0.139507 5.28132
13 1030.00 1457.15 100.877458 49.8526 0.33722 17.1828 1.04271 0 5.31991 0 9.70278 0 0 11.3928 2.91885 0 0 2.25025
13 16000.00 1592.15 99.197747 46.7753 0.685499 17.3391 1.49474 0 7.62618 0.11089 12.6011 0 0 10.8369 2.30852 0.0705661 0.151213 0
