System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(QFM-2.0) rhol rhos viscosity aH2O chisqr
53 1000.00 1298.54 94.247514 0.9967845059034367 0.997290 -1167628.818538 262.150162 35.135560 146.844699 -176.346641 2427.930963 -9.191 0.000 2.681038 3.182336 1.646 n/a n/a
51 7000.00 1318.52 91.962011 0.9970119962608924 0.997435 -1119029.852728 255.955300 33.468385 142.656926 -143.428108 2333.979790 -8.582 0.000 2.746563 3.200730 1.645 n/a n/a
49 10000.00 1330.34 85.777248 0.9882161954499314 0.989727 -1032601.891129 239.143542 30.793706 132.648325 -123.529469 2179.398364 -8.267 0.000 2.781291 3.195356 1.579 n/a n/a
54 4000.00 1307.39 92.810039 0.9969376791079120 0.997395 -1139734.211859 258.102482 34.175017 144.236158 -157.784731 2377.354957 -8.896 0.000 2.714483 3.192134 1.659 n/a n/a
50 10000.00 1328.34 84.768611 0.9882900108568740 0.989796 -1020519.748460 236.189926 30.429998 131.034447 -122.319852 2157.059110 -8.285 0.000 2.781455 3.196684 1.591 n/a n/a
55 1000.00 1294.53 93.647792 0.9968413379683178 0.997339 -1160889.674126 260.048147 34.923954 145.759287 -175.821048 2406.998510 -9.231 0.000 2.680138 3.183456 1.680 n/a n/a
55 4000.00 1305.39 92.527193 0.9969643173218730 0.997418 -1136603.841148 257.104852 34.075796 143.724890 -157.532863 2368.110593 -8.915 0.000 2.714099 3.192766 1.675 n/a n/a
51 10000.00 1326.34 83.778121 0.9883609191678213 0.989861 -1008656.293568 233.290389 30.072906 129.450036 -121.132012 2135.094942 -8.303 0.000 2.781612 3.198022 1.602 n/a n/a
56 1000.00 1292.52 93.353354 0.9968692248747203 0.997364 -1157584.018968 259.014359 34.820048 145.226443 -175.564632 2396.721562 -9.251 0.000 2.679694 3.184041 1.697 n/a n/a
56 4000.00 1303.40 92.247678 0.9969906667680974 0.997442 -1133512.432073 256.117821 33.977733 143.219694 -157.284659 2358.974216 -8.934 0.000 2.713718 3.193414 1.692 n/a n/a
54 7000.00 1312.51 91.151318 0.9970890647198244 0.997504 -1110190.350339 253.079383 33.185707 141.193571 -142.708794 2308.835347 -8.639 0.000 2.745563 3.202824 1.694 n/a n/a
57 4000.00 1301.40 91.971444 0.9970167379854212 0.997465 -1130459.414511 255.141222 33.880810 142.720479 -157.040060 2349.944208 -8.954 0.000 2.713340 3.194076 1.708 n/a n/a
53 10000.00 1322.33 81.849196 0.9884944014911607 0.989985 -985556.536866 227.646557 29.377708 126.365763 -118.818795 2092.241980 -8.340 0.000 2.781904 3.200727 1.624 n/a n/a
58 4000.00 1299.41 91.698439 0.9970425409588944 0.997487 -1127444.236180 254.174893 33.785009 142.227158 -156.799005 2341.018997 -8.973 0.000 2.712965 3.194754 1.725 n/a n/a
56 7000.00 1308.50 90.626454 0.9971392119981155 0.997548 -1104478.443960 251.211755 33.002635 140.246483 -142.245366 2292.543511 -8.677 0.000 2.744911 3.204291 1.727 n/a n/a
54 10000.00 1320.33 80.909634 0.9885571606899402 0.990043 -974306.601022 224.898962 29.039194 124.864081 -117.692062 2071.329643 -8.358 0.000 2.782039 3.202094 1.636 n/a n/a
59 4000.00 1297.41 91.428616 0.9970680851344454 0.997510 -1124466.361742 253.218675 33.690314 141.739646 -156.561436 2332.197062 -8.992 0.000 2.712593 3.195447 1.741 n/a n/a
59 1000.00 1286.51 92.491016 0.9969509325770022 0.997435 -1147914.685448 255.979571 34.515676 143.666103 -174.820019 2366.623487 -9.311 0.000 2.678380 3.185890 1.747 n/a n/a
55 10000.00 1318.33 79.985965 0.9886173836411825 0.990100 -963248.050907 222.198835 28.706479 123.388226 -116.584391 2050.745248 -8.377 0.000 2.782167 3.203471 1.647 n/a n/a
60 4000.00 1295.41 91.161928 0.9970933794342272 0.997532 -1121525.271938 252.272415 33.596710 141.257861 -156.327298 2323.476924 -9.012 0.000 2.712224 3.196154 1.758 n/a n/a
60 1000.00 1284.51 92.210373 0.9969775590776528 0.997459 -1144772.017874 254.989561 34.416601 143.158391 -174.579794 2356.828680 -9.331 0.000 2.677949 3.186539 1.764 n/a n/a
56 10000.00 1316.33 79.077687 0.9886751556634458 0.990154 -952374.816068 219.544707 28.379382 121.937385 -115.495177 2030.478299 -8.395 0.000 2.782288 3.204857 1.658 n/a n/a
61 4000.00 1293.42 90.898328 0.9971184322687764 0.997555 -1118620.462761 251.335966 33.504179 140.781721 -156.096536 2314.857149 -9.031 0.000 2.711858 3.196876 1.774 n/a n/a
61 1000.00 1282.51 91.933042 0.9970039001196346 0.997482 -1141668.574020 254.010055 34.318688 142.656725 -174.343448 2347.149787 -9.351 0.000 2.677521 3.187203 1.781 n/a n/a
57 10000.00 1314.33 78.184319 0.9887305595391180 0.990206 -941681.097815 216.935170 28.057729 120.510785 -114.423842 2010.518762 -8.414 0.000 2.782401 3.206253 1.670 n/a n/a
62 4000.00 1291.42 90.637773 0.9971432515553669 0.997576 -1115751.444654 250.409182 33.412708 140.311150 -155.869096 2306.336342 -9.051 0.000 2.711496 3.197613 1.791 n/a n/a
62 1000.00 1280.50 91.658972 0.9970299663423324 0.997505 -1138603.784123 253.040888 34.221917 142.161013 -174.110916 2337.585076 -9.371 0.000 2.677096 3.187882 1.798 n/a n/a
58 10000.00 1312.32 77.305404 0.9887836756972385 0.990256 -931161.355757 214.368879 27.741355 119.107686 -113.369832 1990.857049 -8.432 0.000 2.782506 3.207658 1.681 n/a n/a
63 4000.00 1289.43 90.380219 0.9971678447312533 0.997598 -1112917.741745 249.491923 33.322281 139.846072 -155.644927 2297.913147 -9.071 0.000 2.711136 3.198364 1.808 n/a n/a
63 1000.00 1278.50 91.388113 0.9970557678073004 0.997527 -1135577.096431 252.081901 34.126272 141.671170 -173.882136 2328.132868 -9.391 0.000 2.676674 3.188577 1.815 n/a n/a
59 10000.00 1310.32 76.440505 0.9888345823812872 0.990304 -920810.295178 211.844550 27.430100 117.727379 -112.332617 1971.483990 -8.451 0.000 2.782603 3.209074 1.693 n/a n/a
64 4000.00 1287.43 90.125625 0.9971922187672937 0.997620 -1110118.891120 248.584050 33.232884 139.386412 -155.423979 2289.586246 -9.090 0.000 2.710779 3.199129 1.824 n/a n/a
64 1000.00 1276.50 91.120418 0.9970813140102350 0.997550 -1132587.976262 251.132938 34.031737 141.187112 -173.657049 2318.791539 -9.412 0.000 2.676256 3.189287 1.832 n/a n/a
60 10000.00 1308.32 75.589201 0.9888833558053853 0.990350 -910622.855187 209.360951 27.123813 116.369189 -111.311690 1952.390820 -8.470 0.000 2.782692 3.210499 1.705 n/a n/a
65 4000.00 1285.43 89.873949 0.9972163801848013 0.997641 -1107354.442113 247.685432 33.144502 138.932100 -155.206202 2281.354354 -9.110 0.000 2.710425 3.199909 1.841 n/a n/a
63 7000.00 1294.48 88.882279 0.9973078530414315 0.997699 -1085568.469817 244.970128 32.393932 137.101599 -140.718718 2238.331851 -8.811 0.000 2.742719 3.209864 1.841 n/a n/a
65 1000.00 1274.49 90.855839 0.9971066138987312 0.997572 -1129635.905111 250.193847 33.938295 140.708756 -173.435597 2309.559511 -9.432 0.000 2.675841 3.190012 1.849 n/a n/a
61 10000.00 1306.32 74.751094 0.9889300703001946 0.990395 -900594.197577 206.916906 26.822349 115.032466 -110.306566 1933.569154 -8.488 0.000 2.782774 3.211933 1.716 n/a n/a
66 4000.00 1283.44 89.625153 0.9972403350699321 0.997662 -1104623.955639 246.795937 33.057123 138.483065 -154.991548 2273.216219 -9.130 0.000 2.710074 3.200702 1.858 n/a n/a
64 7000.00 1292.47 88.644378 0.9973311470121273 0.997720 -1082998.643642 244.114208 32.310865 136.672980 -140.512130 2230.928709 -8.830 0.000 2.742417 3.210713 1.858 n/a n/a
66 1000.00 1272.49 90.594332 0.9971316758864741 0.997594 -1126720.379784 249.264482 33.845931 140.236025 -173.217722 2300.435251 -9.452 0.000 2.675428 3.190753 1.866 n/a n/a
62 10000.00 1304.32 73.925799 0.9889747984422388 0.990438 -890719.696351 204.511290 26.525569 113.716594 -109.316781 1915.010975 -8.507 0.000 2.782847 3.213377 1.728 n/a n/a
67 4000.00 1281.44 89.379197 0.9972640890868836 0.997683 -1101927.003547 245.915439 32.970732 138.039240 -154.779970 2265.170619 -9.149 0.000 2.709726 3.201509 1.874 n/a n/a
65 7000.00 1290.47 88.409183 0.9973542553783340 0.997740 -1080460.503290 243.266860 32.228732 136.249327 -140.308291 2223.607662 -8.849 0.000 2.742118 3.211576 1.874 n/a n/a
67 1000.00 1270.49 90.335854 0.9971565078712638 0.997616 -1123840.911574 248.344701 33.754629 139.768841 -173.003368 2291.417272 -9.473 0.000 2.675019 3.191508 1.883 n/a n/a
63 10000.00 1302.31 73.112950 0.9890176111664829 0.990479 -880994.927852 202.143024 26.233340 112.420978 -108.341890 1896.708613 -8.526 0.000 2.782912 3.214831 1.740 n/a n/a
68 4000.00 1279.45 89.136044 0.9972876474951301 0.997704 -1099263.168010 245.043812 32.885317 137.600556 -154.571424 2257.216364 -9.169 0.000 2.709380 3.202330 1.891 n/a n/a
66 7000.00 1288.47 88.176659 0.9973771818756427 0.997761 -1077953.665787 242.427967 32.147523 135.830581 -140.107160 2216.367686 -8.869 0.000 2.741822 3.212451 1.891 n/a n/a
64 10000.00 1300.31 72.312197 0.9890585778850478 0.990519 -871415.661454 199.811077 25.945536 111.145052 -107.381467 1878.654732 -8.545 0.000 2.782968 3.216294 1.752 n/a n/a
69 4000.00 1277.45 88.895657 0.9973110151650910 0.997725 -1096632.040932 244.180937 32.800866 137.166950 -154.365863 2249.352289 -9.189 0.000 2.709038 3.203164 1.908 n/a n/a
67 7000.00 1286.46 87.946773 0.9973999299209881 0.997781 -1075477.755753 241.597417 32.067225 135.416679 -139.908699 2209.207776 -8.888 0.000 2.741528 3.213338 1.907 n/a n/a
69 1000.00 1266.48 89.827813 0.9972055109244566 0.997659 -1118188.259360 246.533337 33.575154 138.850817 -172.585013 2273.694408 -9.514 0.000 2.674210 3.193062 1.917 n/a n/a
70 4000.00 1275.45 88.658000 0.9973341965888658 0.997745 -1094033.223398 243.326694 32.717365 136.738358 -154.163244 2241.577258 -9.209 0.000 2.708698 3.204012 1.924 n/a n/a
68 7000.00 1284.46 87.719524 0.9949082888678015 0.995634 -1073125.870697 240.715510 31.974876 134.935635 -139.454756 2200.808526 -8.908 0.000 2.741390 3.199291 1.922 n/a n/a
70 1000.00 1264.47 89.578168 0.9972296953414655 0.997680 -1115414.163383 245.641487 33.486953 138.399833 -172.380907 2264.986744 -9.534 0.000 2.673810 3.193861 1.934 n/a n/a
71 4000.00 1273.46 88.423039 0.9973571959012956 0.997766 -1091466.325135 242.480968 32.634803 136.314717 -153.963526 2233.890157 -9.229 0.000 2.708361 3.204872 1.941 n/a n/a
69 7000.00 1282.46 87.276510 0.9896323809518560 0.991089 -1068159.979759 239.191626 31.789708 134.040698 -138.435606 2186.393407 -8.927 0.000 2.741398 3.194155 1.935 n/a n/a
71 1000.00 1262.47 89.331389 0.9972536764814240 0.997701 -1112674.299152 244.758685 33.399758 137.954109 -172.180116 2256.379799 -9.555 0.000 2.673413 3.194674 1.951 n/a n/a
67 10000.00 1294.30 69.803461 0.9811391668800967 0.983928 -841553.536961 192.399233 25.024609 106.908279 -103.829297 1811.369677 -8.602 0.000 2.781486 3.273426 1.805 n/a n/a
72 1000.00 1260.47 89.087436 0.9972774598917888 0.997722 -1109968.239126 243.884808 33.313555 137.513577 -171.982590 2247.872271 -9.576 0.000 2.673019 3.195501 1.968 n/a n/a
73 4000.00 1269.47 87.961066 0.9974026630200066 0.997806 -1086426.765549 240.814614 32.472446 135.482047 -153.572620 2218.775411 -9.269 0.000 2.707696 3.206632 1.974 n/a n/a
68 10000.00 1292.30 68.490960 0.9815422306711546 0.984286 -825561.109806 188.705049 24.565846 104.801443 -102.307110 1778.841842 -8.621 0.000 2.780285 3.274831 1.830 n/a n/a
71 7000.00 1278.45 85.488652 0.9897950757467511 0.991236 -1046504.301299 233.997502 31.139098 131.190835 -136.213307 2145.704594 -8.967 0.000 2.741390 3.196642 1.962 n/a n/a
74 4000.00 1267.47 87.733988 0.9974251374327228 0.997826 -1083953.362485 239.993765 32.392629 135.072900 -153.381353 2211.345652 -9.289 0.000 2.707368 3.207531 1.991 n/a n/a
69 10000.00 1290.30 67.230811 0.9819296091059866 0.984630 -810218.215877 185.157636 24.125427 102.779476 -100.844870 1747.601162 -8.640 0.000 2.779079 3.276238 1.855 n/a n/a
72 7000.00 1276.45 84.618403 0.9898607937013757 0.991296 -1035966.131724 231.469632 30.822445 129.803782 -135.130992 2125.862186 -8.986 0.000 2.741376 3.197899 1.975 n/a n/a
70 10000.00 1288.30 66.019954 0.9823022245131540 0.984960 -795486.689839 181.748434 23.702280 100.837422 -99.439141 1717.573098 -8.659 0.000 2.777868 3.277646 1.880 n/a n/a
75 1000.00 1254.46 88.372174 0.9973476729742169 0.997783 -1102048.758373 241.315505 33.060773 136.222484 -171.409134 2222.933609 -9.638 0.000 2.671855 3.198065 2.020 n/a n/a
71 10000.00 1286.30 64.855570 0.9826609287562562 0.985278 -781331.312064 178.469541 23.295418 98.970707 -98.086748 1688.688790 -8.678 0.000 2.776652 3.279056 1.905 n/a n/a
74 7000.00 1272.44 82.920799 0.9899856910696208 0.991410 -1015413.044748 226.540344 30.204926 127.099091 -133.020545 2087.100953 -9.026 0.000 2.741330 3.200440 2.002 n/a n/a
76 1000.00 1252.45 88.139167 0.9973707127334958 0.997803 -1099473.834989 240.476125 32.978414 135.802077 -171.224205 2214.811313 -9.659 0.000 2.671473 3.198946 2.037 n/a n/a
72 10000.00 1284.29 63.735049 0.9830065097659842 0.985585 -767719.529501 175.313649 22.903924 97.175102 -96.784751 1660.884526 -8.697 0.000 2.775433 3.280468 1.930 n/a n/a
75 7000.00 1270.44 82.092573 0.9900450124721120 0.991464 -1005387.459497 224.136408 29.903741 125.780052 -131.991311 2068.163167 -9.046 0.000 2.741297 3.201724 2.016 n/a n/a
77 1000.00 1250.45 87.908809 0.9973935764929407 0.997823 -1096930.719536 239.645081 32.896985 135.386547 -171.042313 2206.782350 -9.680 0.000 2.671094 3.199841 2.054 n/a n/a
73 10000.00 1282.29 62.655974 0.9833396973647872 0.985880 -754621.207672 172.273990 22.526954 95.446689 -95.530423 1634.101269 -8.717 0.000 2.774210 3.281882 1.955 n/a n/a
79 4000.00 1257.49 86.636414 0.9975350238490905 0.997923 -1072035.876051 236.008585 32.006715 133.096769 -152.465311 2175.432460 -9.391 0.000 2.705768 3.212208 2.075 n/a n/a
78 1000.00 1248.45 87.681068 0.9974162675125356 0.997843 -1094419.037210 238.822266 32.816475 134.975836 -170.863416 2198.845582 -9.701 0.000 2.670718 3.200749 2.071 n/a n/a
74 10000.00 1280.29 61.616105 0.9836611684562410 0.986166 -742008.409818 169.344287 22.163721 93.781834 -94.321234 1608.284233 -8.736 0.000 2.772983 3.283297 1.980 n/a n/a
80 4000.00 1255.49 86.424250 0.9975565183993973 0.997942 -1069739.885148 235.234652 31.932092 132.715082 -152.289902 2168.490118 -9.412 0.000 2.705456 3.213179 2.092 n/a n/a
77 7000.00 1266.43 80.475234 0.9901577393372939 0.991568 -985813.209391 219.444048 29.315776 123.205309 -129.982233 2031.128812 -9.086 0.000 2.741212 3.204318 2.043 n/a n/a
79 1000.00 1246.44 87.455911 0.9974387887328519 0.997863 -1091938.420214 238.007570 32.736873 134.569884 -170.687472 2190.999887 -9.722 0.000 2.670345 3.201669 2.088 n/a n/a
75 10000.00 1278.29 60.613361 0.9839715516879557 0.986441 -729855.199789 166.518710 21.813495 92.177162 -93.154828 1583.382508 -8.755 0.000 2.771754 3.284715 2.006 n/a n/a
81 4000.00 1253.50 86.214468 0.9975778557562817 0.997961 -1067472.287422 234.468191 31.858298 132.337784 -152.117008 2161.625671 -9.432 0.000 2.705148 3.214162 2.109 n/a n/a
78 7000.00 1264.43 79.685355 0.9902112743722002 0.991618 -976255.171210 217.153410 29.028716 121.948372 -129.001418 2013.015570 -9.106 0.000 2.741159 3.205629 2.057 n/a n/a
80 1000.00 1244.44 87.233307 0.9974611427856090 0.997882 -1089488.507315 237.200889 32.658167 134.168636 -170.514440 2183.244168 -9.743 0.000 2.669975 3.202602 2.105 n/a n/a
76 10000.00 1276.29 59.645809 0.9842714316143684 0.986707 -718137.465771 163.791836 21.475600 90.629533 -92.029014 1559.348722 -8.775 0.000 2.770521 3.286134 2.031 n/a n/a
82 4000.00 1251.50 86.007039 0.9975990371045350 0.997979 -1065232.759742 233.709106 31.785324 131.964824 -151.946594 2154.838204 -9.453 0.000 2.704841 3.215155 2.125 n/a n/a
79 7000.00 1262.42 78.907520 0.9902630072593854 0.991666 -966843.933391 214.898398 28.746094 120.710946 -128.035805 1995.161078 -9.126 0.000 2.741100 3.206948 2.071 n/a n/a
81 1000.00 1242.43 87.013224 0.9974833320150095 0.997902 -1087068.943438 236.402118 32.580346 133.772035 -170.344280 2175.577346 -9.765 0.000 2.669607 3.203548 2.123 n/a n/a
77 10000.00 1274.28 58.711645 0.9845613524532774 0.986963 -706832.762304 161.158615 21.149402 89.136026 -90.941749 1536.138736 -8.794 0.000 2.769286 3.287556 2.056 n/a n/a
83 4000.00 1249.51 85.801934 0.9976200634483360 0.997998 -1063020.983141 232.957305 31.713159 131.596151 -151.778628 2148.126811 -9.473 0.000 2.704538 3.216160 2.142 n/a n/a
80 7000.00 1260.42 78.141323 0.9688941478899427 0.971236 -958160.245776 212.296030 28.431859 118.952412 -125.075832 1955.825417 -9.146 0.000 2.741745 2.972139 2.078 n/a n/a
82 1000.00 1240.43 86.795631 0.9975053584910492 0.997921 -1084679.379273 235.611154 32.503400 133.380025 -170.176952 2167.998359 -9.786 0.000 2.669243 3.204506 2.140 n/a n/a
84 4000.00 1247.51 85.599128 0.9976409356285791 0.998016 -1060836.642574 232.212695 31.641795 131.231715 -151.613074 2141.490601 -9.494 0.000 2.704238 3.217176 2.159 n/a n/a
81 7000.00 1258.42 75.715547 0.9678407509718321 0.970194 -927429.377664 205.657714 27.541689 115.163829 -121.446816 1899.018327 -9.166 0.000 2.742458 2.966142 2.085 n/a n/a
83 1000.00 1238.43 86.580499 0.9975272240300078 0.997940 -1082319.470917 234.827899 32.427319 132.992553 -170.012417 2160.506163 -9.807 0.000 2.668881 3.205476 2.157 n/a n/a
85 4000.00 1245.51 85.398592 0.9976616543330663 0.998035 -1058679.426709 231.475184 31.571220 130.871467 -151.449900 2134.928693 -9.515 0.000 2.703940 3.218202 2.176 n/a n/a
79 10000.00 1270.28 56.936772 0.9805221077448180 0.982672 -685460.034513 156.101560 20.528702 86.231717 -88.565870 1488.808062 -8.833 0.000 2.767452 3.117685 2.100 n/a n/a

84 1000.00 1236.42 86.367797 0.9975489302062724 0.997959 -1079988.879536 234.052252 32.352090 132.609566 -169.850637 2153.099731 -9.828 0.000 2.668523 3.206458 2.174 n/a n/a
86 4000.00 1243.52 85.200299 0.9976822201133467 0.998053 -1056549.027723 230.744683 31.501427 130.515357 -151.289073 2128.440216 -9.535 0.000 2.703645 3.219239 2.193 n/a n/a
83 7000.00 1254.41 70.994494 0.9694492445701424 0.971673 -867491.139463 192.816473 25.814373 107.885363 -114.671174 1791.960543 -9.207 0.000 2.743898 2.966116 2.098 n/a n/a
85 1000.00 1234.42 86.157498 0.9975704783716732 0.997978 -1077687.271048 233.284117 32.277705 132.231010 -169.691575 2145.778050 -9.850 0.000 2.668167 3.207452 2.192 n/a n/a
87 4000.00 1241.52 85.004223 0.9977026333973720 0.998071 -1054445.141124 230.021103 31.432405 130.163338 -151.130560 2122.024310 -9.556 0.000 2.703353 3.220286 2.210 n/a n/a
84 7000.00 1252.41 68.830420 0.9701730058400209 0.972339 -840037.592577 186.926657 25.022414 104.548201 -111.551612 1742.779574 -9.227 0.000 2.744624 2.966103 2.104 n/a n/a
86 1000.00 1232.42 85.949571 0.9975918696712384 0.997997 -1075414.315832 232.523397 32.204153 131.856834 -169.535193 2138.540121 -9.871 0.000 2.667814 3.208457 2.209 n/a n/a
88 4000.00 1239.53 84.810181 0.9856817612004611 0.986456 -1052713.987737 229.073369 31.351919 129.466293 -149.648382 2100.451114 -9.577 0.000 2.702980 2.859772 2.229 n/a n/a
85 7000.00 1250.41 66.782247 0.9705301200892033 0.972633 -814077.022678 181.344158 24.273903 101.378351 -108.577633 1695.602421 -9.247 0.000 2.745247 2.962599 2.112 n/a n/a
87 1000.00 1230.41 85.743989 0.9976131050547022 0.998015 -1073169.688457 231.769999 32.131425 131.486987 -169.381455 2131.384961 -9.893 0.000 2.667464 3.209474 2.226 n/a n/a
82 10000.00 1264.27 53.164528 0.9760866209543666 0.977937 -638741.813596 145.616600 19.171502 80.294499 -83.168786 1395.893378 -8.893 0.000 2.767856 3.005626 2.134 n/a n/a

88 1000.00 1228.41 85.540724 0.9976341853018543 0.998034 -1070953.067431 231.023829 32.059509 131.121418 -169.230326 2124.311596 -9.914 0.000 2.667117 3.210502 2.243 n/a n/a
90 4000.00 1235.53 82.281336 0.9844263893769042 0.985238 -1020540.429150 221.921215 30.424429 125.362176 -145.526022 2033.909294 -9.619 0.000 2.702223 2.853067 2.268 n/a n/a
83 10000.00 1262.27 51.899654 0.9762684972979224 0.978096 -623005.453589 142.129094 18.714968 78.336577 -81.434432 1366.051636 -8.912 0.000 2.767982 3.004520 2.145 n/a n/a
87 7000.00 1246.40 62.907736 0.9710228470502833 0.973010 -765047.735842 170.766311 22.862274 95.353053 -102.961268 1604.850227 -9.288 0.000 2.745977 2.954149 2.133 n/a n/a

91 4000.00 1233.54 81.003921 0.9846731105040041 0.985474 -1004247.056439 218.335331 29.956533 123.317903 -143.525303 2001.504930 -9.640 0.000 2.701852 2.853087 2.288 n/a n/a
84 10000.00 1260.27 50.674457 0.9763539093578717 0.978160 -607773.450634 138.749911 18.272725 76.439254 -79.744570 1337.054363 -8.932 0.000 2.768108 3.002616 2.156 n/a n/a
90 1000.00 1224.40 85.141036 0.9976758826903560 0.998070 -1066602.576817 229.552807 31.918079 130.402914 -168.935752 2110.406426 -9.958 0.000 2.666432 3.212591 2.278 n/a n/a
88 7000.00 1244.40 61.091120 0.9716140720998935 0.973556 -742080.031658 165.808925 22.200199 92.534107 -100.342534 1562.561583 -9.309 0.000 2.746340 2.953861 2.144 n/a n/a
92 4000.00 1231.54 79.766392 0.9849189989586231 0.985709 -988468.939276 214.860857 29.503193 121.338420 -141.583811 1970.126649 -9.661 0.000 2.701486 2.853085 2.307 n/a n/a
91 1000.00 1222.40 84.944514 0.9943505029943301 0.994893 -1064563.415086 228.763457 31.844081 129.952195 -168.372302 2099.538541 -9.980 0.000 2.666060 2.950705 2.296 n/a n/a
89 7000.00 1242.39 59.363265 0.9721709570408864 0.974070 -720247.469843 161.092559 21.570437 89.853019 -97.845139 1522.292972 -9.329 0.000 2.746701 2.953585 2.155 n/a n/a
93 4000.00 1229.55 78.567450 0.9851626776767441 0.985942 -973189.297866 211.494088 29.063930 119.421581 -139.699501 1939.739800 -9.683 0.000 2.701127 2.853064 2.326 n/a n/a
92 1000.00 1220.40 84.468610 0.9844501884713202 0.985429 -1059011.780617 227.109605 31.657068 128.870525 -166.454623 2074.211211 -10.001 0.000 2.665588 2.847484 2.316 n/a n/a
86 10000.00 1256.27 48.315003 0.9734303718836544 0.975124 -578508.583364 132.215283 17.421138 72.749583 -76.284530 1278.795445 -8.972 0.000 2.768538 2.962176 2.175 n/a n/a
90 7000.00 1240.39 57.717518 0.9726950294702459 0.974554 -699464.819473 156.599233 20.970565 87.299511 -95.460042 1483.895755 -9.350 0.000 2.747062 2.953327 2.165 n/a n/a
94 4000.00 1227.55 77.405741 0.9854031085775306 0.986171 -958390.605166 208.231181 28.638248 117.565156 -137.870280 1910.308639 -9.704 0.000 2.700774 2.853027 2.346 n/a n/a
93 1000.00 1218.39 83.159135 0.9846878013089286 0.985655 -1042133.789886 223.444526 31.172151 126.770191 -164.226959 2041.436267 -10.023 0.000 2.665121 2.847585 2.336 n/a n/a
87 10000.00 1254.26 47.038262 0.9716409776163332 0.973419 -562678.108766 128.679316 16.957948 70.750111 -74.361099 1247.020764 -8.992 0.000 2.768751 2.959380 2.183 n/a n/a
91 7000.00 1238.39 56.147820 0.9731874465891288 0.975008 -679654.516652 152.312572 20.398378 84.864222 -93.178962 1447.234415 -9.371 0.000 2.747423 2.953089 2.176 n/a n/a
95 4000.00 1225.55 76.279886 0.9856395248374676 0.986397 -944055.006292 205.068240 28.225640 115.766881 -136.094051 1881.797073 -9.725 0.000 2.700428 2.852975 2.365 n/a n/a
94 1000.00 1216.39 81.889788 0.9849272819775240 0.985882 -1025779.394081 219.891369 30.702052 124.735207 -162.064516 2009.683229 -10.045 0.000 2.664658 2.847658 2.357 n/a n/a
88 10000.00 1252.26 45.709099 0.9721652615383748 0.973899 -546179.727749 125.026818 16.478257 68.702570 -72.479567 1215.501437 -9.012 0.000 2.768967 2.958121 2.192 n/a n/a
92 7000.00 1236.38 54.648633 0.9736489320765704 0.975434 -660745.669327 148.217600 19.851856 82.538589 -90.994273 1412.184842 -9.392 0.000 2.747784 2.952880 2.187 n/a n/a
96 4000.00 1223.56 75.188535 0.9789328700599461 0.980412 -930359.557464 201.871587 27.802081 113.853046 -133.696554 1849.259548 -9.747 0.000 2.700341 2.908656 2.381 n/a n/a
95 1000.00 1214.38 80.659496 0.9851666550923081 0.986109 -1009934.611849 216.447019 30.246368 122.763774 -159.965330 1978.923280 -10.067 0.000 2.664201 2.847707 2.377 n/a n/a
89 10000.00 1250.26 44.441597 0.9726385063008736 0.974335 -530455.312513 121.542909 16.020674 66.750153 -70.678536 1185.404728 -9.032 0.000 2.769186 2.957371 2.200 n/a n/a
96 1000.00 1212.38 79.467061 0.9854043946660631 0.986334 -994583.843351 213.108056 29.804651 120.853904 -157.927303 1949.124918 -10.089 0.000 2.663750 2.847734 2.397 n/a n/a
97 4000.00 1221.56 73.610834 0.9674777752069572 0.970164 -910498.783878 197.327480 27.180710 111.095103 -130.091937 1803.518895 -9.768 0.000 2.700702 2.952066 2.392 n/a n/a
90 10000.00 1248.26 43.230410 0.9731035866846152 0.974765 -515437.720368 118.213604 15.583383 64.885268 -68.953393 1156.630530 -9.052 0.000 2.769408 2.956721 2.208 n/a n/a
97 1000.00 1210.38 78.311213 0.9856393401087080 0.986557 -979710.483303 209.870871 29.376428 119.003501 -155.948266 1920.255045 -10.111 0.000 2.663305 2.847743 2.417 n/a n/a
91 10000.00 1246.25 42.072472 0.9735570285581389 0.975184 -501088.240761 115.030490 15.165278 63.103113 -67.300083 1129.106899 -9.073 0.000 2.769635 2.956139 2.216 n/a n/a

95 7000.00 1230.37 50.525036 0.9748452152011615 0.976539 -608799.989577 136.949978 18.348354 76.143643 -84.949774 1315.602868 -9.454 0.000 2.748878 2.952515 2.218 n/a n/a


99 1000.00 1206.37 76.104018 0.9860976160168545 0.986990 -951327.251763 203.687011 28.558508 115.472453 -152.158376 1865.165163 -10.156 0.000 2.662435 2.847711 2.456 n/a n/a
100 4000.00 1215.57 66.853422 0.9699251241629624 0.972395 -823718.624210 179.152072 24.681302 100.685759 -119.600721 1650.748740 -9.833 0.000 2.701787 2.951022 2.425 n/a n/a
100 1000.00 1204.37 75.050031 0.9863198669144122 0.987200 -937782.830512 200.732924 28.167833 113.787483 -150.343178 1838.877458 -10.178 0.000 2.662011 2.847675 2.476 n/a n/a
94 10000.00 1240.25 38.888609 0.9748374769176811 0.976370 -461675.827573 106.277340 14.015451 58.207002 -62.732470 1053.353804 -9.134 0.000 2.770340 2.954647 2.238 n/a n/a
