Bulk Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
1 4000.00 1400.00 100.094875 47.3655 2.28351 16.3535 0.946065 0 8.28277 0.122652 9.35343 0 0 11.5671 2.24363 0.328068 0.256272 0.498584 0.398867
2 500.00 1397.00 100.098409 47.3638 2.28343 16.353 0.981267 0 8.25078 0.122647 9.3531 0 0 11.5667 2.24355 0.328057 0.256263 0.498566 0.398853
2 2000.00 1397.00 100.096836 47.3645 2.28347 16.3532 0.965599 0 8.26502 0.122649 9.35325 0 0 11.5669 2.24358 0.328062 0.256267 0.498574 0.398859
2 1000.00 1397.00 100.097869 47.364 2.28345 16.3531 0.975893 0 8.25566 0.122648 9.35315 0 0 11.5668 2.24356 0.328058 0.256264 0.498569 0.398855
3 2000.00 1394.00 100.096882 47.3645 2.28347 16.3532 0.966059 0 8.2646 0.122649 9.35324 0 0 11.5669 2.24358 0.328062 0.256267 0.498574 0.398859
3 500.00 1394.00 100.098455 47.3638 2.28343 16.353 0.981724 0 8.25036 0.122647 9.3531 0 0 11.5667 2.24355 0.328056 0.256263 0.498566 0.398853
3 1000.00 1394.00 100.097915 47.364 2.28344 16.3531 0.976351 0 8.25525 0.122648 9.35315 0 0 11.5668 2.24356 0.328058 0.256264 0.498569 0.398855
2 4000.00 1397.00 100.094921 47.3654 2.28351 16.3535 0.94652 0 8.28236 0.122652 9.35343 0 0 11.5671 2.24363 0.328068 0.256272 0.498584 0.398867
4 2000.00 1391.00 100.096930 47.3645 2.28347 16.3532 0.96653 0 8.26417 0.122649 9.35324 0 0 11.5669 2.24358 0.328061 0.256267 0.498574 0.398859
4 1000.00 1391.00 100.097963 47.364 2.28344 16.353 0.976821 0 8.25482 0.122648 9.35314 0 0 11.5668 2.24356 0.328058 0.256264 0.498568 0.398855
