Solid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
1 4000.00 1400.00 0.128838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.830067 99.1699
2 500.00 1397.00 0.385220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49574 95.5043
2 2000.00 1397.00 0.270168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30488 98.6951
2 1000.00 1397.00 0.342527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46769 97.5323
3 2000.00 1394.00 0.270297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30485 98.6951
3 500.00 1394.00 0.385258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49601 95.504
3 1000.00 1394.00 0.342601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46791 97.5321
2 4000.00 1397.00 0.128980 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.829429 99.1706
4 2000.00 1391.00 0.270427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30481 98.6952
4 1000.00 1391.00 0.342675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4681 97.5319
4 500.00 1391.00 0.385296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49625 95.5038
5 2000.00 1388.00 0.270558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30475 98.6952
3 4000.00 1394.00 0.129123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.828775 99.1712
5 1000.00 1388.00 0.342749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46826 97.5317
5 500.00 1388.00 0.385334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49646 95.5035
6 2000.00 1385.00 0.270688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30468 98.6953
6 500.00 1385.00 0.385372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49665 95.5034
6 1000.00 1385.00 0.342824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46841 97.5316
7 2000.00 1382.00 0.270819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3046 98.6954
4 4000.00 1391.00 0.129267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.828107 99.1719
7 500.00 1382.00 0.385409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.4968 95.5032
8 2000.00 1379.00 0.270951 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3045 98.6955
7 1000.00 1382.00 0.342898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46853 97.5315
8 500.00 1379.00 0.385447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49693 95.5031
5 4000.00 1388.00 0.129412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.827422 99.1726
9 2000.00 1376.00 0.271083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30438 98.6956
8 1000.00 1379.00 0.342973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46862 97.5314
9 500.00 1376.00 0.385485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49703 95.503
9 1000.00 1376.00 0.343047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46869 97.5313
10 2000.00 1373.00 0.271215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30424 98.6958
6 4000.00 1385.00 0.129558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.826722 99.1733
10 500.00 1373.00 0.385523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49709 95.5029
10 1000.00 1373.00 0.343122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46873 97.5313
11 2000.00 1370.00 0.271348 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30409 98.6959
11 500.00 1370.00 0.385560 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49712 95.5029
11 1000.00 1370.00 0.343197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46874 97.5313
7 4000.00 1382.00 0.129705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.826005 99.174
12 2000.00 1367.00 0.271482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30391 98.6961
12 500.00 1367.00 0.385598 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49711 95.5029
12 1000.00 1367.00 0.343272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46871 97.5313
13 2000.00 1364.00 0.271615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3037 98.6963
13 1000.00 1364.00 0.343347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46866 97.5313
8 4000.00 1379.00 0.129853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.82527 99.1747
13 500.00 1364.00 0.385636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49707 95.5029
14 2000.00 1361.00 0.271749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30347 98.6965
15 2000.00 1358.00 0.271884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30322 98.6968
14 500.00 1361.00 0.385673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49698 95.503
14 1000.00 1361.00 0.343422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46856 97.5314
9 4000.00 1376.00 0.130002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.824516 99.1755
16 2000.00 1355.00 0.272018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30293 98.6971
15 500.00 1358.00 0.385710 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49686 95.5031
15 1000.00 1358.00 0.343497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46843 97.5316
17 2000.00 1352.00 0.272153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3026 98.6974
10 4000.00 1373.00 0.130152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.823744 99.1763
16 500.00 1355.00 0.385748 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49668 95.5033
18 2000.00 1349.00 0.272289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30223 98.6978
16 1000.00 1355.00 0.343572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46825 97.5317
17 500.00 1352.00 0.385785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49646 95.5035
11 4000.00 1370.00 0.130303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.822951 99.177
17 1000.00 1352.00 0.343647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46803 97.532
18 500.00 1349.00 0.385822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49618 95.5038
19 2000.00 1346.00 0.272424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30182 98.6982
19 500.00 1346.00 0.385858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49584 95.5042
18 1000.00 1349.00 0.343722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46775 97.5322
12 4000.00 1367.00 0.130455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.822137 99.1779
20 500.00 1343.00 0.385895 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49543 95.5046
19 1000.00 1346.00 0.343797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46742 97.5326
13 4000.00 1364.00 0.130608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.821301 99.1787
20 2000.00 1343.00 0.272560 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30135 98.6986
20 1000.00 1343.00 0.343872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46701 97.533
21 500.00 1340.00 0.385931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49494 95.5051
14 4000.00 1361.00 0.130763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.82044 99.1796
21 2000.00 1340.00 0.272696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30082 98.6992
21 1000.00 1340.00 0.343947 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46653 97.5335
22 500.00 1337.00 0.385967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49436 95.5056
22 2000.00 1337.00 0.272833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30021 98.6998
22 1000.00 1337.00 0.344022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46596 97.534
15 4000.00 1358.00 0.130918 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.819554 99.1804
23 500.00 1334.00 0.386003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49368 95.5063
23 2000.00 1334.00 0.272969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29951 98.7005
23 1000.00 1334.00 0.344096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46528 97.5347
24 2000.00 1331.00 0.273105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29868 98.7013
24 500.00 1331.00 0.386038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49285 95.5071
16 4000.00 1355.00 0.131074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.818639 99.1814
24 1000.00 1331.00 0.344170 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46445 97.5355
25 2000.00 1328.00 0.273240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29769 98.7023
25 500.00 1328.00 0.386072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49185 95.5082
25 1000.00 1328.00 0.344243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46343 97.5366
26 500.00 1325.00 0.386105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.49058 95.5094
17 4000.00 1352.00 0.131231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.817695 99.1823
26 2000.00 1325.00 0.273375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29645 98.7036
26 1000.00 1325.00 0.344315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46214 97.5379
27 2000.00 1322.00 0.273507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29477 98.7052
27 500.00 1322.00 0.386136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.48888 95.5111
27 1000.00 1322.00 0.344384 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46037 97.5396
18 4000.00 1349.00 0.131389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.816717 99.1833
28 2000.00 1319.00 0.273634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29203 98.708
28 500.00 1319.00 0.386162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.48611 95.5139
28 1000.00 1319.00 0.344448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.45744 97.5426
29 500.00 1316.00 0.386148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.47531 95.5247
29 2000.00 1316.00 0.273712 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.28119 98.7188
29 1000.00 1316.00 0.344466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.44572 97.5543
19 4000.00 1346.00 0.131548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.815702 99.1843
30 1000.00 1313.00 0.344536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.44372 97.5563
30 2000.00 1313.00 0.273845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27933 98.7207
30 500.00 1313.00 0.386179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.47336 95.5266
31 1000.00 1310.00 0.344610 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.44263 97.5574
20 4000.00 1343.00 0.131708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.814645 99.1854
31 2000.00 1310.00 0.273984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27833 98.7217
31 500.00 1310.00 0.386213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.47224 95.5278
32 1000.00 1307.00 0.344686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.44186 97.5581
32 2000.00 1307.00 0.274125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27764 98.7224
21 4000.00 1340.00 0.131869 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.81354 99.1865
32 500.00 1307.00 0.386249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.47139 95.5286
33 1000.00 1304.00 0.344764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.44125 97.5587
33 2000.00 1304.00 0.274269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2771 98.7229
34 1000.00 1301.00 0.344842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.44075 97.5592
22 4000.00 1337.00 0.132030 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.812378 99.1876
33 500.00 1304.00 0.386286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.47069 95.5293
34 2000.00 1301.00 0.274413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27667 98.7233
35 1000.00 1298.00 0.344921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.44033 97.5597
23 4000.00 1334.00 0.132193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.811148 99.1889
34 500.00 1301.00 0.386323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.47008 95.5299
36 1000.00 1295.00 0.345001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.43996 97.56
