CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.5601,38.5601,-27.8662,-27.8662,SAE,,,s_AZ05-P [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,43.28,4.43,,15.62,,,,12.76,9.93,5.49,0.18,3.53,0.88,2.65,0.57,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.72,,394,15,,,44,34,26,125,24,,,,,18,622,31.7,261,41.7,,,,,,,,,,,,0.1,243,28.44,67,8.78,37.6,8.52,2.83,8.97,1.32,7.21,1.17,3.19,0.4,2.52,0.34,6.2,2.58,,,,,,,,,1.15,,2.36,0.88,0.513004,,,0.703538,,19.737,,15.5793,,38.9103,,,,,,,,0.283101,,,,,,,873990
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.547,38.547,-27.8553,-27.8553,SAE,,,s_AZ05-R [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,47.26,3.49,,15.64,,,,11,8.42,4.44,0.17,5.01,1.49,3.52,0.74,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.28,,276,1,,,30,7,24,137,26,,,,,30,580,41.6,361,55.6,,,,,,,,,,,,0.2,315,37.19,85.2,11.03,46.4,10.24,3.37,10.84,1.62,8.75,1.45,3.9,0.51,3.14,0.42,8.2,3.2,,,,,,,,,1.61,,3.27,1.17,0.512987,,,0.703644,,19.5363,,15.5569,,38.8454,,,,,,,,0.283076,,,,,,,873991
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.5482,38.5482,-27.8559,-27.8559,SAE,,,s_AZ05-U [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,47.28,3.43,,15.78,,,,11.15,8.35,4.34,0.18,5.31,1.63,3.68,0.82,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,,254,,,,29,2,18,136,26,,,,,33,599,43.5,375,57.6,,,,,,,,,,,,0.2,339,39.95,88.3,11.75,48.8,10.85,3.61,11.52,1.68,9.03,1.49,4.02,0.51,3.27,0.44,8.6,3.27,,,,,,,,,1.64,,3.26,1.16,0.512977,,,0.703627,,19.4757,,15.5479,,38.8144,,,,,,,,0.283061,,,,,,,873992
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.5503,38.5503,-27.8571,-27.8571,SAE,,,s_AZ05-Z [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,52.9,2.24,,17,,,,8.73,6.04,2.85,0.17,7.54,2.44,5.1,0.89,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25,,132,4,,,17,4,11,134,28,,,,,57,536,53,580,81.8,,,,,,,,,,,,0.3,510,60.69,126,15.6,63.6,13.05,4.03,13.52,2.03,11.13,1.81,5.14,0.65,4.29,0.57,12,4.49,,,,,,,,,2.84,,6.01,1.86,0.512967,,,0.703608,,19.5365,,15.5569,,38.9145,,,,,,,,0.283055,,,,,,,873993
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.5479,38.5479,-27.8517,-27.8517,SAE,,,s_AZ05-AB [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,48.09,2.78,,20.43,,,,8.78,9.98,3.28,0.13,4.48,1.17,3.31,0.53,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.58,,199,8,,,24,15,18,94,25,,,,,25,795,26.1,248,36.2,,,,,,,,,,,,0.3,310,24.55,55.7,7.31,31.4,6.86,2.5,7.49,1.1,6.01,0.96,2.66,0.33,2.17,0.29,5.6,2.19,,,,,,,,,1.26,,2.19,0.71,0.51296,,,0.703788,,19.3468,,15.5417,,38.7487,,,,,,,,0.283045,,,,,,,873994
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.6388,38.6388,-27.9682,-27.9682,SAE,,,s_AZ05-AD [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,45.63,2.94,,15.36,,,,10.55,10.35,8.98,0.16,3.75,0.87,2.88,0.46,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,,258,250,,,51,135,24,102,20,,,,,20,688,23.9,224,35.6,,,,,,,,,,,,0.2,244,27.07,60.6,7.74,32.2,6.61,2.25,7.37,1.04,5.52,0.91,2.47,0.32,2.05,0.27,5.3,2.2,,,,,,,,,1.47,,2.5,0.87,,,,,,,,,,,,,,,,,,,,,,,,,873995
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.5773,38.5773,-27.9213,-27.9213,SAE,,,s_AZ05-AF [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,45.24,3.9,,16.6,,,,11.34,9.33,5.6,0.18,4.7,1.11,3.59,0.66,,,,,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.86,,308,44,,,39,37,21,114,23,,,,,24,792,30.7,292,55,,,,,,,,,,,,0.2,294,37.45,82.1,10.61,44.6,9.06,3.01,9.52,1.37,7.38,1.19,3.28,0.41,2.62,0.35,7,3.34,,,,,,,,,1.76,,3.54,1.21,0.512984,,,0.703643,,20.0923,,15.6289,,39.2752,,,,,,,,0.28308,,,,,,,873996
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.591,38.591,-27.9399,-27.9399,SAE,,,s_AZ05-AG [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,48.26,3.22,,16.45,,,,10.68,7.92,4.17,0.2,6.31,1.5,4.81,1.21,,,,,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43,,190,5,,,24,8,11,135,24,,,,,33,797,47.3,375,66,,,,,,,,,,,,0.3,411,50.19,109.4,14.41,61,12.9,4.24,13.59,1.98,10.45,1.71,4.49,0.57,3.65,0.49,8.8,3.66,,,,,,,,,2.2,,3.94,1.42,0.512987,,,0.703705,,19.9007,,15.6199,,39.1046,,,,,,,,0.28308,,,,,,,873997
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.6793,38.6793,-28.0713,-28.0713,SAE,,,s_AZ05-AH [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,45.1,3.97,,14.74,,,,11.08,9.98,8.27,0.18,4.47,1.54,2.93,0.67,,,,,,,,,,,,,,,,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.08,,324,277,,,47,130,26,110,22,,,,,27,725,27.2,337,61.8,,,,,,,,,,,,0.2,320,41.45,92.3,11.44,45.3,8.86,2.85,9.8,1.28,6.68,1.04,2.87,0.35,2.3,0.31,7.6,3.69,,,,,,,,,1.9,,3.75,1.18,0.512891,,,0.703787,,19.4947,,15.631,,39.3232,,,,,,,,0.282966,,,,,,,873998
[19003],OCEAN ISLAND,AZORES / SAO JORGE,,38.68162,38.68162,-28.204,-28.204,SAE,,,s_AZ05-AJ [19003],NOT GIVEN [19003],,,,QUATERNARY [19003],,,,,VOL,,,F,,WR [19003] ,47.04,3.48,,16.37,,,,10.96,8.84,6.04,0.17,5.22,1.41,3.81,0.78,,,,,,,,,,,,,,,,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82,,271,111,,,38,59,26,121,25,,,,,27,740,31.1,354,63.4,,,,,,,,,,,,0.2,325,41.6,90,11.48,47.6,9.31,3.09,9.79,1.4,7.44,1.17,3.25,0.4,2.61,0.35,7.4,3.66,,,,,,,,,1.88,,3.82,1.22,0.512941,,,0.703569,,20.0234,,15.6212,,39.3827,,,,,,,,0.283039,,,,,,,873999
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.63,38.63,-27.98,-27.98,SAE,,,s_SJ09 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,45.29,3.64,,15.5,,,,11.38,9.93,7.12,0.18,4.01,0.91,3.1,0.69,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,82,28,,,,,,,15,667,33,317,51,,,,,,,,,,,,,302,40,8,10.6,45,9.5,3.13,8.66,1.23,6.69,1.18,3.06,0.4,2.52,0.38,7.14,,,,,,,,,,1.8,,3.5,1.3,0.512922,,,0.703399,,19.896,,15.624,,39.334,,,,,,,,,,,,,,,411055
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.68,38.68,-28.2,-28.2,SAE,,,s_SJ15 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,45.24,3.32,,15.81,,,,11,10.39,6.97,0.17,4.29,0.87,3.42,0.59,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,82,28,,,,,,,16,570,27,210,34,,,,,,,,,,,,,234,25,57,7.4,32,7.4,2.52,7.03,1.01,5.63,1,2.57,0.34,2.19,0.32,4.85,,,,,,,,,,1.55,,2.3,0.81,0.51294,,,0.703421,,19.993,,15.637,,39.364,,,,,,,,,,,,,,,411056
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.68,38.68,-28.05,-28.05,SAE,,,s_SJ55 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,44.8,3.78,,16.1,,,,11.41,9.27,6.61,0.17,4.82,1.24,3.58,0.71,,,,,,,,,,,,,,,,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,71,33,,,,,,,26,769,32,305,54,,,,,,,,,,,,,329,39,84,10.7,45,9.5,3.1,8.49,1.22,6.57,1.16,2.95,0.39,2.47,0.36,6.84,,,,,,,,,,2.03,,3.7,1.3,0.512925,,,0.703437,,20.001,,15.637,,39.45,,,,,,,,,,,,,,,411057
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.69,38.69,-28.11,-28.11,SAE,,,s_SJ56 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,46.12,3.88,,16.54,,,,12.43,8.48,5.35,0.2,5.33,1.46,3.87,0.95,,,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,27,22,,,,,,,31,834,37,357,62,,,,,,,,,,,,,370,46,98,12.5,52,10.9,3.46,9.55,1.32,7.04,1.23,3.1,0.42,2.62,0.39,7.34,,,,,,,,,,2.14,,3.9,1.35,0.512924,,,0.703412,,19.959,,15.632,,39.408,,,,,,,,,,,,,,,411058
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.67,38.67,-28.12,-28.12,SAE,,,s_SJ57 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,48.64,2.97,,16.94,,,,10.22,8.05,4.53,0.19,6.39,1.83,4.56,0.95,,,,,,,,,,,,,,,,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,27,19,,,,,,,40,824,39,413,75,,,,,,,,,,,,,416,55,116,14.3,59,11.7,3.59,10.1,1.4,7.4,1.31,3.37,0.46,2.9,0.43,8.38,,,,,,,,,,2.95,,5.8,1.93,0.512921,,,0.703435,,19.959,,15.632,,39.406,,,,,,,,,,,,,,,411059
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.67,38.67,-28.16,-28.16,SAE,,,s_SJ58 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,44.9,3.97,,16.29,,,,12.44,9.42,6.81,0.18,4.82,1.23,3.59,0.72,,,,,,,,,,,,,,,,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,65,23,,,,,,,23,786,32,279,51,,,,,,,,,,,,,301,36,79,10.2,44,9.4,3.08,8.39,1.18,6.28,1.1,2.78,0.37,2.36,0.34,6.1,,,,,,,,,,1.95,,3.3,1.14,0.512921,,,0.703438,,19.85,,15.627,,39.32,,,,,,,,,,,,,,,411060
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.71,38.71,-28.17,-28.17,SAE,,,s_SJ60 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,45.65,3.15,,13.79,,,,11.02,11.58,10.89,0.17,3.33,0.8,2.53,0.43,,,,,,,,,,,,,,,,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,186,24,,,,,,,16,560,26,225,34,,,,,,,,,,,,,205,25,56,7.3,31,7,2.28,6.45,0.94,4.96,0.9,2.28,0.31,1.9,0.28,5.11,,,,,,,,,,1.22,,2.4,0.82,0.51293,,,0.703504,,19.874,,15.628,,39.31,,,,,,,,,,,,,,,411061
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.67,38.67,-28.16,-28.16,SAE,,,s_SJ58A [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,45.65,3.8,,16.42,,,,11.73,9.4,6.56,0.18,5.01,1.28,3.73,0.76,,,,,,,,,,,,,,,,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,46,63,25,,,,,,,25,822,33,296,53,,,,,,,,,,,,,319,39,83,10.8,46,9.9,3.2,8.7,1.23,6.6,1.15,2.9,0.39,2.5,0.35,6.4,,,,,,,,,,2,,3.5,1.21,,,,,,,,,,,,,,,,,,,,,,,,,411064
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.67,38.67,-28.16,-28.16,SAE,,,s_SJ58A [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,44.15,4.14,,16.15,,,,13.14,9.44,7.05,0.18,4.64,1.18,3.46,0.68,,,,,,,,,,,,,,,,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,48,66,21,,,,,,,22,749,30,262,48,,,,,,,,,,,,,283,33,75,9.6,41,8.9,2.9,8.1,1.14,6,1.05,2.7,0.36,2.3,0.33,5.8,,,,,,,,,,1.9,,3.1,1.06,,,,,,,,,,,,,,,,,,,,,,,,,411065
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.67,38.67,-28.16,-28.16,SAE,,,s_SJ58 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512921,,,0.703439,,19.858,,15.628,,39.322,,,,,,,,,,,,,,,411068
[13521],OCEAN ISLAND,AZORES / SAO JORGE / MANADAS FORMATION,,38.67,38.67,-28.16,-28.16,SAE,,,s_SJ58 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512923,,,0.703436,,19.842,,15.625,,39.318,,,,,,,,,,,,,,,411069
[13521],OCEAN ISLAND,AZORES / SAO JORGE / ROSAIS FORMATION,,38.72,38.72,-28.23,-28.23,SAE,,,s_SJ10 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,46.32,3.46,,16.69,,,,9.27,10.66,6.27,0.14,4.01,1.07,2.94,0.59,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,100,31,,,,,,,17,639,29,293,45,,,,,,,,,,,,,278,33,73,9.3,39,8.5,2.84,7.64,1.08,5.97,1.05,2.68,0.37,2.31,0.34,6.55,,,,,,,,,,1.72,,3.4,1.33,0.512923,,,0.703426,,19.972,,15.636,,39.414,,,,,,,,,,,,,,,411050
[13521],OCEAN ISLAND,AZORES / SAO JORGE / ROSAIS FORMATION,,38.68,38.68,-28.2,-28.2,SAE,,,s_SJ12 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,45.33,3.08,,14.79,,,,11.42,10.38,8.72,0.17,3.66,0.85,2.81,0.45,,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,166,45,,,,,,,17,474,25,209,33,,,,,,,,,,,,,228,26,57,7.4,32,7.2,2.35,6.68,0.96,5.45,0.96,2.45,0.33,2.08,0.31,5.09,,,,,,,,,,1.33,,2.6,0.84,0.512927,,,0.703562,,19.793,,15.621,,39.266,,,,,,,,,,,,,,,411052
[13521],OCEAN ISLAND,AZORES / SAO JORGE / ROSAIS FORMATION,,38.68,38.68,-28.2,-28.2,SAE,,,s_SJ13 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,45.74,3.6,,15.33,,,,11.21,9.47,6.81,0.17,4.89,1.22,3.67,0.77,,,,,,,,,,,,,,,,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,87,28,,,,,,,26,749,33,324,55,,,,,,,,,,,,,315,43,93,11.7,49,10.5,3.33,9.15,1.28,6.8,1.21,3.05,0.42,2.57,0.38,7.07,,,,,,,,,,2.25,,4.33,1.55,0.512927,,,0.703606,,20.134,,15.638,,39.481,,,,,,,,,,,,,,,411053
[13521],OCEAN ISLAND,AZORES / SAO JORGE / ROSAIS FORMATION,,38.68,38.68,-28.2,-28.2,SAE,,,s_SJ14 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,44.38,3.91,,14.97,,,,11.92,10.15,7.35,0.18,4.26,1.07,3.19,0.6,,,,,,,,,,,,,,,,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,79,30,,,,,,,21,715,28,232,46,,,,,,,,,,,,,301,35,75,9.5,40,8.7,2.82,7.84,1.1,5.94,1.08,2.71,0.35,2.2,0.33,5.49,,,,,,,,,,1.82,,3.3,1.15,0.512924,,,0.703632,,20.186,,15.654,,39.496,,,,,,,,,,,,,,,411054
[13521],OCEAN ISLAND,AZORES / SAO JORGE / ROSAIS FORMATION,,38.72,38.72,-28.24,-28.24,SAE,,,s_SJ11 [13521],BASALT [13521],,,,,,,,,VOL,,,,,WR [13521] ,45.5,3.09,,13.69,,,,11.41,11.06,10.6,0.17,3.62,0.85,2.77,0.41,,,,,,,,,,,,,,,,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,,,65,223,59,,,,,,,17,630,26,195,35,,,,,,,,,,,,,235,27,59,7.5,33,6.9,2.26,6.4,0.95,5.03,0.91,2.4,0.31,2,0.28,4.7,,,,,,,,,,1.5,,2.5,0.85,0.512914,,,0.703638,,19.776,,15.643,,39.274,,,,,,,,,,,,,,,67391-SJ11
[13521],OCEAN ISLAND,AZORES / SAO JORGE / TOPO FORMATION,,38.54,38.54,-27.76,-27.76,SAE,,,s_SJ03 [13521],BASALT [13521],550000 [13521],1320000 [13521],,,,,,,VOL,,,,,WR [13521] ,45.37,3.26,,14.5,,,,10.68,10.39,8.58,0.17,4.21,1.03,3.18,0.52,,,,,,,,,,,,,,,,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,147,37,,,,,,,22,587,29,231,38,,,,,,,,,,,,,270,30,65,8.3,36,8.1,2.63,7.5,1.1,5.92,1.08,2.8,0.38,2.37,0.35,5.49,,,,,,,,,,2.13,,3,1.05,0.512963,,,0.703733,,19.861,,15.631,,39.084,,,,,,,,,,,,,,,411042
[13521],OCEAN ISLAND,AZORES / SAO JORGE / TOPO FORMATION,,38.57,38.57,-27.8,-27.8,SAE,,,s_SJ04 [13521],BASALT [13521],550000 [13521],1320000 [13521],,,,,,,VOL,,,,,WR [13521] ,45.66,3.33,,13.94,,,,10.36,10.21,9.99,0.17,3.91,1,2.91,0.53,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,218,45,,,,,,,22,567,27,240,46,,,,,,,,,,,,,282,33,69,8.7,36,7.7,2.5,7.01,1.01,5.5,0.98,2.63,0.34,2.15,0.33,5.73,,,,,,,,,,1.93,,3.2,1.08,0.512924,,,0.703705,,19.8,,15.626,,39.196,,,,,,,,,,,,,,,411043
[13521],OCEAN ISLAND,AZORES / SAO JORGE / TOPO FORMATION,,38.56,38.56,-27.82,-27.82,SAE,,,s_SJ08 [13521],BASALT [13521],550000 [13521],1320000 [13521],,,,,,,VOL,,,,,WR [13521] ,44.87,3.66,,15.04,,,,11.61,9.96,7.97,0.18,3.86,0.9,2.96,0.46,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,108,34,,,,,,,16,737,28,210,34,,,,,,,,,,,,,239,26,56,7.5,33,7.6,2.53,7.2,1.04,5.83,1.04,2.68,0.35,2.18,0.32,4.97,,,,,,,,,,1.52,,2.4,0.91,0.512976,,,0.703765,,20.276,,15.653,,39.402,,,,,,,,,,,,,,,411046
[13521],OCEAN ISLAND,AZORES / SAO JORGE / TOPO FORMATION,,38.54,38.54,-27.78,-27.78,SAE,,,s_SJ01 [13521],BASALT [13521],550000 [13521],1320000 [13521],,,,,,,VOL,,,,,WR [13521] ,45.07,3.25,,15.53,,,,10.42,9.32,8.24,0.17,3.39,1.16,2.23,0.55,,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,180,44,,,,,,,21,507,28,260,46,,,,,,,,,,,,,329,38,80,9.7,40,8.2,2.63,7.36,1.04,5.57,0.99,2.62,0.36,2.28,0.33,6.08,,,,,,,,,,2.24,,3.8,1.26,0.5129,,,0.703743,,19.347,,15.626,,39.059,,,,,,,,,,,,,,,67384-SJ01
[13521],OCEAN ISLAND,AZORES / SAO JORGE / TOPO FORMATION,,38.57,38.57,-27.82,-27.82,SAE,,,s_SJ05 [13521],BASALT [13521],550000 [13521],1320000 [13521],,,,,,,VOL,,,,,WR [13521] ,42.46,3.35,,15.08,,,,12.04,8.31,8.95,0.18,2.67,0.57,2.1,0.49,,,,,,,,,,,,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,169,34,,,,,,,9,464,35,255,40,,,,,,,,,,,,,272,34,59,8.9,39,8.8,2.89,8.38,1.26,6.8,1.21,3.18,0.43,2.63,0.4,6,,,,,,,,,,1.64,,3.1,1,0.512983,,,0.703715,,20.047,,15.627,,39.121,,,,,,,,,,,,,,,67387-SJ05
[13521],OCEAN ISLAND,AZORES / SAO JORGE / TOPO FORMATION,,38.57,38.57,-27.82,-27.82,SAE,,,s_SJ07 [13521],BASALT [13521],550000 [13521],1320000 [13521],,,,,,,VOL,,,,,WR [13521] ,44.12,3.76,,14.43,,,,11.54,10.38,8.45,0.18,4.02,1.04,2.98,0.56,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,131,40,,,,,,,20,657,33,262,42,,,,,,,,,,,,,270,30,65,8.4,36,8.3,2.83,8.05,1.15,6.31,1.14,2.95,0.39,2.41,0.35,5.82,,,,,,,,,,1.95,,2.5,1,0.512959,,,0.703752,,20.511,,15.673,,39.564,,,,,,,,,,,,,,,67387-SJ07
[13521],OCEAN ISLAND,AZORES / SAO JORGE / TOPO FORMATION,,38.57,38.57,-27.82,-27.82,SAE,,,s_SJ52 [13521],BASALT [13521],550000 [13521],1320000 [13521],,,,,,,VOL,,,,,WR [13521] ,44.35,3.78,,14.53,,,,11.57,10.41,8.2,0.18,4.29,1.08,3.21,0.56,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,118,46,,,,,,,21,661,31,260,41,,,,,,,,,,,,,267,29,65,8.5,36,8.4,2.75,7.9,1.15,6.41,1.12,2.87,0.38,2.44,0.36,5.94,,,,,,,,,,1.9,,2.6,0.98,0.512955,,,0.703745,,20.507,,15.667,,39.556,,,,,,,,,,,,,,,67387-SJ52
[13521],OCEAN ISLAND,AZORES / SAO JORGE / TOPO FORMATION,,38.57,38.57,-27.86,-27.86,SAE,,,s_SJ50 [13521],BASALT [13521],550000 [13521],1320000 [13521],,,,,,,VOL,,,,,WR [13521] ,45.1,3.21,,13.9,,,,10.69,10.29,8.84,0.19,4.29,1.23,3.06,0.6,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,142,44,,,,,,,26,601,27,262,48,,,,,,,,,,,,,313,36,75,9.3,38,8.2,2.53,7.2,1.05,5.72,1.04,2.68,0.35,2.3,0.35,5.87,,,,,,,,,,3.54,,3.7,1.31,0.512956,,,0.703761,,20.177,,15.647,,39.364,,,,,,,,,,,,,,,67389-SJ50
